"dataset_name","technique","noise_level","threshold","critical_percentage","kappa_at_critical"
"iris","svmLinear",10,0.15,100,0.03
"kc1","svmLinear",10,0.15,100,0.02
"liver-disorders","svmLinear",10,0.15,100,0.15
"mfeat-factors","svmLinear",10,0.15,100,0
"mfeat-karhunen","svmLinear",10,0.15,100,0
"mfeat-zernike","svmLinear",10,0.15,100,0.01
"ozone-level-8hr","svmLinear",10,0.15,100,0.08
"pc4","svmLinear",10,0.15,100,0.06
"phoneme","svmLinear",10,0.15,100,0.03
"qsar-biodeg","svmLinear",10,0.15,100,0.03
"tic-tac-toe","svmLinear",10,0.15,100,0.1
"vowel","svmLinear",10,0.15,100,0.07
"waveform-5000","svmLinear",10,0.15,100,0.02
"wdbc","svmLinear",10,0.15,100,0.01
"wilt","svmLinear",10,0.15,30,0.14
"analcatdata_authorship","svmRadial",10,0.15,100,0
"badges2","svmRadial",10,0.15,100,0.07
"banknote","svmRadial",10,0.15,100,0
"blood-transfusion-service-center","svmRadial",10,0.15,100,0.02
"breast-w","svmRadial",10,0.15,100,0
"cardiotocography","svmRadial",10,0.15,100,0
"climate-model-simulation-crashes","svmRadial",10,0.15,100,0
"cmc","svmRadial",10,0.15,100,0.06
"credit-g","svmRadial",10,0.15,10,0.08
"diabetes","svmRadial",10,0.15,100,0.02
"eucalyptus","svmRadial",10,0.15,100,0.02
"iris","svmRadial",10,0.15,100,0.02
"kc1","svmRadial",10,0.15,100,0
"liver-disorders","svmRadial",10,0.15,100,0.08
"mfeat-factors","svmRadial",10,0.15,100,0
"mfeat-karhunen","svmRadial",10,0.15,100,0
"mfeat-zernike","svmRadial",10,0.15,100,0
"ozone-level-8hr","svmRadial",10,0.15,100,0
"pc4","svmRadial",10,0.15,100,0.05
"phoneme","svmRadial",10,0.15,100,0.04
"qsar-biodeg","svmRadial",10,0.15,100,0
"tic-tac-toe","svmRadial",10,0.15,100,0.09
"vowel","svmRadial",10,0.15,100,0.03
"waveform-5000","svmRadial",10,0.15,100,0.01
"wdbc","svmRadial",10,0.15,100,0
"wilt","svmRadial",10,0.15,100,0.13
"analcatdata_authorship","rfRules",10,0.15,100,0.01
"badges2","rfRules",10,0.15,100,0.07
"banknote","rfRules",10,0.15,100,0.01
"blood-transfusion-service-center","rfRules",10,0.15,100,0.07
"breast-w","rfRules",10,0.15,100,0
"cardiotocography","rfRules",10,0.15,100,0
"climate-model-simulation-crashes","rfRules",10,0.15,100,0.05
"cmc","rfRules",10,0.15,100,0.02
"credit-g","rfRules",10,0.15,100,0.02
"diabetes","rfRules",10,0.15,100,0.06
"eucalyptus","rfRules",10,0.15,100,0.04
"iris","rfRules",10,0.15,100,0.01
"kc1","rfRules",10,0.15,100,0.02
"liver-disorders","rfRules",10,0.15,100,0.1
"mfeat-factors","rfRules",10,0.15,100,0
"mfeat-karhunen","rfRules",10,0.15,100,0.03
"mfeat-zernike","rfRules",10,0.15,100,0.01
"ozone-level-8hr","rfRules",10,0.15,100,0
"pc4","rfRules",10,0.15,100,0.05
"phoneme","rfRules",10,0.15,100,0.04
"qsar-biodeg","rfRules",10,0.15,100,0.02
"tic-tac-toe","rfRules",10,0.15,100,0.07
"vowel","rfRules",10,0.15,100,0.04
"waveform-5000","rfRules",10,0.15,100,0.03
"wdbc","rfRules",10,0.15,100,0
"wilt","rfRules",10,0.15,100,0.12
"analcatdata_authorship","knn",10,0.15,100,0
"badges2","knn",10,0.15,100,0.06
"banknote","knn",10,0.15,100,0
"blood-transfusion-service-center","knn",10,0.15,100,0.12
"breast-w","knn",10,0.15,100,0
"cardiotocography","knn",10,0.15,100,0
"climate-model-simulation-crashes","knn",10,0.15,100,0.03
"cmc","knn",10,0.15,100,0.07
"credit-g","knn",10,0.15,100,0.03
"diabetes","knn",10,0.15,100,0.04
"eucalyptus","knn",10,0.15,100,0.07
"iris","knn",10,0.15,100,0.02
"kc1","knn",10,0.15,100,0.06
"liver-disorders","knn",10,0.15,100,0.06
"mfeat-factors","knn",10,0.15,100,0
"mfeat-karhunen","knn",10,0.15,100,0
"mfeat-zernike","knn",10,0.15,100,0.01
"ozone-level-8hr","knn",10,0.15,100,0.02
"pc4","knn",10,0.15,100,0.04
"phoneme","knn",10,0.15,100,0.05
"qsar-biodeg","knn",10,0.15,100,0
"tic-tac-toe","knn",10,0.15,100,0.05
"vowel","knn",10,0.15,100,0
"waveform-5000","knn",10,0.15,100,0.01
"wdbc","knn",10,0.15,100,0
"wilt","knn",10,0.15,100,0.11
"analcatdata_authorship","bayesglm",10,0.15,100,0
"badges2","bayesglm",10,0.15,100,0.07
"banknote","bayesglm",10,0.15,100,0.02
"blood-transfusion-service-center","bayesglm",10,0.15,100,0.06
"breast-w","bayesglm",10,0.15,100,0
"cardiotocography","bayesglm",10,0.15,100,0
"climate-model-simulation-crashes","bayesglm",10,0.15,100,0.06
"cmc","bayesglm",10,0.15,100,0.05
"credit-g","bayesglm",10,0.15,100,0.04
"diabetes","bayesglm",10,0.15,100,0.03
"eucalyptus","bayesglm",10,0.15,100,0.05
"iris","bayesglm",10,0.15,100,0
"kc1","bayesglm",10,0.15,100,0.07
"liver-disorders","bayesglm",10,0.15,100,0.08
"mfeat-factors","bayesglm",10,0.15,100,0
"mfeat-karhunen","bayesglm",10,0.15,100,0.01
"mfeat-zernike","bayesglm",10,0.15,100,0
"ozone-level-8hr","bayesglm",10,0.15,100,0.07
"pc4","bayesglm",10,0.15,100,0.11
"phoneme","bayesglm",10,0.15,100,0.03
"qsar-biodeg","bayesglm",10,0.15,100,0.03
"tic-tac-toe","bayesglm",10,0.15,100,0.1
"vowel","bayesglm",10,0.15,100,0.07
"waveform-5000","bayesglm",10,0.15,100,0.02
"wdbc","bayesglm",10,0.15,100,0.03
"wilt","bayesglm",10,0.15,30,0.13
"analcatdata_authorship","C5.0",20,0.15,100,0.01
"badges2","C5.0",20,0.15,80,0.14
"banknote","C5.0",20,0.15,100,0.01
"blood-transfusion-service-center","C5.0",20,0.15,100,0.11
"breast-w","C5.0",20,0.15,100,0.01
"cardiotocography","C5.0",20,0.15,30,0.12
"climate-model-simulation-crashes","C5.0",20,0.15,100,0.07
"cmc","C5.0",20,0.15,100,0.14
"credit-g","C5.0",20,0.15,100,0.09
"diabetes","C5.0",20,0.15,100,0.08
"eucalyptus","C5.0",20,0.15,100,0.07
"iris","C5.0",20,0.15,100,0.08
"kc1","C5.0",20,0.15,100,0.15
"liver-disorders","C5.0",20,0.15,60,0.15
"mfeat-factors","C5.0",20,0.15,100,0
"mfeat-karhunen","C5.0",20,0.15,100,0.02
"mfeat-zernike","C5.0",20,0.15,100,0.01
"ozone-level-8hr","C5.0",20,0.15,100,0.03
"pc4","C5.0",20,0.15,80,0.15
"phoneme","C5.0",20,0.15,100,0.13
"qsar-biodeg","C5.0",20,0.15,100,0.11
"tic-tac-toe","C5.0",20,0.15,100,0.1
"vowel","C5.0",20,0.15,100,0.12
"waveform-5000","C5.0",20,0.15,100,0.05
"wdbc","C5.0",20,0.15,100,0.01
"wilt","C5.0",20,0.15,20,0.13
"analcatdata_authorship","ctree",20,0.15,100,0.03
"badges2","ctree",20,0.15,80,0.14
"banknote","ctree",20,0.15,100,0.08
"blood-transfusion-service-center","ctree",20,0.15,100,0.02
"breast-w","ctree",20,0.15,100,0.04
"cardiotocography","ctree",20,0.15,50,0.13
"climate-model-simulation-crashes","ctree",20,0.15,100,0.06
"cmc","ctree",20,0.15,100,0.12
"credit-g","ctree",20,0.15,100,0.09
"diabetes","ctree",20,0.15,100,0.11
"eucalyptus","ctree",20,0.15,100,0.1
"iris","ctree",20,0.15,100,0.08
"kc1","ctree",20,0.15,100,0.05
"liver-disorders","ctree",20,0.15,100,0.09
"mfeat-factors","ctree",20,0.15,100,0.04
"mfeat-karhunen","ctree",20,0.15,100,0.07
"mfeat-zernike","ctree",20,0.15,100,0.03
"ozone-level-8hr","ctree",20,0.15,90,0.13
"pc4","ctree",20,0.15,100,0.13
"phoneme","ctree",20,0.15,100,0.12
"qsar-biodeg","ctree",20,0.15,100,0.06
"tic-tac-toe","ctree",20,0.15,100,0.11
"vowel","ctree",20,0.15,100,0.13
"waveform-5000","ctree",20,0.15,100,0.05
"wdbc","ctree",20,0.15,100,0.04
"wilt","ctree",20,0.15,20,0.14
"analcatdata_authorship","fda",20,0.15,100,0
"badges2","fda",20,0.15,90,0.13
"banknote","fda",20,0.15,100,0.02
"blood-transfusion-service-center","fda",20,0.15,100,0.13
"breast-w","fda",20,0.15,100,0.01
"cardiotocography","fda",20,0.15,100,0.08
"climate-model-simulation-crashes","fda",20,0.15,100,0.08
"cmc","fda",20,0.15,80,0.14
"credit-g","fda",20,0.15,100,0.08
"diabetes","fda",20,0.15,100,0.1
"eucalyptus","fda",20,0.15,100,0.15
"iris","fda",20,0.15,100,0.04
"kc1","fda",20,0.15,80,0.15
"liver-disorders","fda",20,0.15,50,0.14
"mfeat-factors","fda",20,0.15,100,0.03
"mfeat-karhunen","fda",20,0.15,100,0.04
"mfeat-zernike","fda",20,0.15,100,0.05
"ozone-level-8hr","fda",20,0.15,100,0.11
"pc4","fda",20,0.15,60,0.11
"phoneme","fda",20,0.15,100,0.1
"qsar-biodeg","fda",20,0.15,100,0.06
"tic-tac-toe","fda",20,0.15,90,0.14
"vowel","fda",20,0.15,100,0.13
"waveform-5000","fda",20,0.15,100,0.05
"wdbc","fda",20,0.15,100,0.15
"wilt","fda",20,0.15,10,0.08
"analcatdata_authorship","gbm",20,0.15,100,0
"badges2","gbm",20,0.15,60,0.13
"banknote","gbm",20,0.15,100,0.01
"blood-transfusion-service-center","gbm",20,0.15,100,0.14
"breast-w","gbm",20,0.15,100,0.01
"cardiotocography","gbm",20,0.15,100,0
"climate-model-simulation-crashes","gbm",20,0.15,100,0.14
"cmc","gbm",20,0.15,100,0.12
"credit-g","gbm",20,0.15,100,0.08
"diabetes","gbm",20,0.15,100,0.1
"eucalyptus","gbm",20,0.15,100,0.09
"iris","gbm",20,0.15,100,0.07
"kc1","gbm",20,0.15,100,0.02
"liver-disorders","gbm",20,0.15,100,0.14
"mfeat-factors","gbm",20,0.15,100,0
"mfeat-karhunen","gbm",20,0.15,100,0.01
"mfeat-zernike","gbm",20,0.15,100,0.01
"ozone-level-8hr","gbm",20,0.15,100,0.06
"pc4","gbm",20,0.15,100,0.12
"phoneme","gbm",20,0.15,100,0.12
"qsar-biodeg","gbm",20,0.15,100,0.09
"tic-tac-toe","gbm",20,0.15,100,0.1
"vowel","gbm",20,0.15,100,0.13
"waveform-5000","gbm",20,0.15,100,0.05
"wdbc","gbm",20,0.15,100,0
"wilt","gbm",20,0.15,20,0.13
"analcatdata_authorship","gcvEarth",20,0.15,100,0
"badges2","gcvEarth",20,0.15,80,0.15
"banknote","gcvEarth",20,0.15,100,0
"blood-transfusion-service-center","gcvEarth",20,0.15,100,0.14
"breast-w","gcvEarth",20,0.15,100,0.01
"cardiotocography","gcvEarth",20,0.15,100,0
"climate-model-simulation-crashes","gcvEarth",20,0.15,100,0.15
"cmc","gcvEarth",20,0.15,80,0.14
"credit-g","gcvEarth",20,0.15,100,0.09
"diabetes","gcvEarth",20,0.15,100,0.09
"eucalyptus","gcvEarth",20,0.15,100,0.15
"iris","gcvEarth",20,0.15,100,0.09
"kc1","gcvEarth",20,0.15,30,0.14
"liver-disorders","gcvEarth",20,0.15,100,0.12
"mfeat-factors","gcvEarth",20,0.15,100,0.03
"mfeat-karhunen","gcvEarth",20,0.15,100,0.03
"mfeat-zernike","gcvEarth",20,0.15,100,0.03
"ozone-level-8hr","gcvEarth",20,0.15,100,0.13
"pc4","gcvEarth",20,0.15,70,0.13
"phoneme","gcvEarth",20,0.15,100,0.1
"qsar-biodeg","gcvEarth",20,0.15,100,0.06
"tic-tac-toe","gcvEarth",20,0.15,100,0.15
"vowel","gcvEarth",20,0.15,100,0.14
"waveform-5000","gcvEarth",20,0.15,100,0.04
"wdbc","gcvEarth",20,0.15,70,0.15
"wilt","gcvEarth",20,0.15,10,0.07
"analcatdata_authorship","JRip",20,0.15,100,0.02
"badges2","JRip",20,0.15,90,0.15
"banknote","JRip",20,0.15,100,0.06
"blood-transfusion-service-center","JRip",20,0.15,100,0.13
"breast-w","JRip",20,0.15,100,0
"cardiotocography","JRip",20,0.15,100,0.09
"climate-model-simulation-crashes","JRip",20,0.15,100,0.07
"cmc","JRip",20,0.15,100,0.15
"credit-g","JRip",20,0.15,100,0.1
"diabetes","JRip",20,0.15,100,0.08
"eucalyptus","JRip",20,0.15,100,0.1
"iris","JRip",20,0.15,100,0.07
"kc1","JRip",20,0.15,100,0.03
"liver-disorders","JRip",20,0.15,100,0.15
"mfeat-factors","JRip",20,0.15,100,0.01
"mfeat-karhunen","JRip",20,0.15,100,0.02
"mfeat-zernike","JRip",20,0.15,100,0.04
"ozone-level-8hr","JRip",20,0.15,100,0.05
"pc4","JRip",20,0.15,70,0.14
"phoneme","JRip",20,0.15,100,0.1
"qsar-biodeg","JRip",20,0.15,100,0.15
"tic-tac-toe","JRip",20,0.15,100,0.09
"vowel","JRip",20,0.15,100,0.15
"waveform-5000","JRip",20,0.15,100,0.06
"wdbc","JRip",20,0.15,100,0.02
"wilt","JRip",20,0.15,10,0.09
"analcatdata_authorship","lvq",20,0.15,100,0.01
"badges2","lvq",20,0.15,100,0.04
"banknote","lvq",20,0.15,100,0.07
"blood-transfusion-service-center","lvq",20,0.15,100,0
"breast-w","lvq",20,0.15,100,0
"cardiotocography","lvq",20,0.15,20,0.1
"climate-model-simulation-crashes","lvq",20,0.15,20,0
"cmc","lvq",20,0.15,100,0.09
"credit-g","lvq",20,0.15,40,0.15
"diabetes","lvq",20,0.15,100,0.1
"eucalyptus","lvq",20,0.15,100,0.03
"iris","lvq",20,0.15,100,0.11
"kc1","lvq",20,0.15,100,0.07
"liver-disorders","lvq",20,0.15,80,0.13
"mfeat-factors","lvq",20,0.15,100,0
"mfeat-karhunen","lvq",20,0.15,100,0
"mfeat-zernike","lvq",20,0.15,100,0
"ozone-level-8hr","lvq",20,0.15,100,0.09
"pc4","lvq",20,0.15,20,0.1
"phoneme","lvq",20,0.15,100,0.02
"qsar-biodeg","lvq",20,0.15,100,0.05
"tic-tac-toe","lvq",20,0.15,100,0.06
"vowel","lvq",20,0.15,100,0.07
"waveform-5000","lvq",20,0.15,100,0.03
"wdbc","lvq",20,0.15,90,0.15
"wilt","lvq",20,0.15,100,0
"analcatdata_authorship","mlpML",20,0.15,100,0
"badges2","mlpML",20,0.15,80,0.14
"banknote","mlpML",20,0.15,100,0.01
"blood-transfusion-service-center","mlpML",20,0.15,100,0
"breast-w","mlpML",20,0.15,100,0.02
"cardiotocography","mlpML",20,0.15,100,0
"climate-model-simulation-crashes","mlpML",20,0.15,100,0.13
"cmc","mlpML",20,0.15,100,0
"credit-g","mlpML",20,0.15,100,0
"diabetes","mlpML",20,0.15,100,0
"eucalyptus","mlpML",20,0.15,100,0
"iris","mlpML",20,0.15,100,0.08
"kc1","mlpML",20,0.15,100,0
"liver-disorders","mlpML",20,0.15,100,0
"mfeat-factors","mlpML",20,0.15,100,0
"mfeat-karhunen","mlpML",20,0.15,100,0.02
"mfeat-zernike","mlpML",20,0.15,100,0
"ozone-level-8hr","mlpML",20,0.15,100,0
"pc4","mlpML",20,0.15,100,0
"phoneme","mlpML",20,0.15,100,0.12
"qsar-biodeg","mlpML",20,0.15,100,0
"tic-tac-toe","mlpML",20,0.15,100,0.15
"vowel","mlpML",20,0.15,100,0.09
"waveform-5000","mlpML",20,0.15,100,0.02
"wdbc","mlpML",20,0.15,100,0
"wilt","mlpML",20,0.15,100,0
"analcatdata_authorship","multinom",20,0.15,100,0.01
"badges2","multinom",20,0.15,90,0.15
"banknote","multinom",20,0.15,100,0.05
"blood-transfusion-service-center","multinom",20,0.15,100,0.1
"breast-w","multinom",20,0.15,100,0.01
"cardiotocography","multinom",20,0.15,100,0.01
"climate-model-simulation-crashes","multinom",20,0.15,100,0.11
"cmc","multinom",20,0.15,100,0.1
"credit-g","multinom",20,0.15,100,0.08
"diabetes","multinom",20,0.15,100,0.07
"eucalyptus","multinom",20,0.15,100,0.08
"iris","multinom",20,0.15,100,0.09
"kc1","multinom",20,0.15,0,0
"liver-disorders","multinom",20,0.15,80,0.14
"mfeat-factors","multinom",20,0.15,100,0.06
"mfeat-karhunen","multinom",20,0.15,100,0.03
"mfeat-zernike","multinom",20,0.15,10,0.14
"ozone-level-8hr","multinom",20,0.15,40,0.11
"pc4","multinom",20,0.15,0,0
"phoneme","multinom",20,0.15,100,0.06
"qsar-biodeg","multinom",20,0.15,100,0.07
"tic-tac-toe","multinom",20,0.15,100,0.15
"vowel","multinom",20,0.15,80,0.12
"waveform-5000","multinom",20,0.15,100,0.04
"wdbc","multinom",20,0.15,100,0.06
"wilt","multinom",20,0.15,10,0.15
"analcatdata_authorship","naive_bayes",20,0.15,100,0
"badges2","naive_bayes",20,0.15,100,0.15
"banknote","naive_bayes",20,0.15,100,0.06
"blood-transfusion-service-center","naive_bayes",20,0.15,100,0.08
"breast-w","naive_bayes",20,0.15,100,0.02
"cardiotocography","naive_bayes",20,0.15,40,0.13
"climate-model-simulation-crashes","naive_bayes",20,0.15,100,0.13
"cmc","naive_bayes",20,0.15,70,0.15
"credit-g","naive_bayes",20,0.15,100,0
"diabetes","naive_bayes",20,0.15,100,0.04
"eucalyptus","naive_bayes",20,0.15,100,0
"iris","naive_bayes",20,0.15,100,0.04
"kc1","naive_bayes",20,0.15,100,0
"liver-disorders","naive_bayes",20,0.15,100,0.15
"mfeat-factors","naive_bayes",20,0.15,100,0
"mfeat-karhunen","naive_bayes",20,0.15,100,0
"mfeat-zernike","naive_bayes",20,0.15,100,0.01
"ozone-level-8hr","naive_bayes",20,0.15,100,0.04
"pc4","naive_bayes",20,0.15,100,0.02
"phoneme","naive_bayes",20,0.15,100,0.07
"qsar-biodeg","naive_bayes",20,0.15,100,0.14
"tic-tac-toe","naive_bayes",20,0.15,100,0.12
"vowel","naive_bayes",20,0.15,100,0.07
"waveform-5000","naive_bayes",20,0.15,100,0.04
"wdbc","naive_bayes",20,0.15,100,0.01
"wilt","naive_bayes",20,0.15,20,0.07
"analcatdata_authorship","PART",20,0.15,100,0
"badges2","PART",20,0.15,80,0.13
"banknote","PART",20,0.15,100,0.05
"blood-transfusion-service-center","PART",20,0.15,100,0.15
"breast-w","PART",20,0.15,100,0.01
"cardiotocography","PART",20,0.15,50,0.15
"climate-model-simulation-crashes","PART",20,0.15,100,0.11
"cmc","PART",20,0.15,100,0.15
"credit-g","PART",20,0.15,100,0.09
"diabetes","PART",20,0.15,100,0.07
"eucalyptus","PART",20,0.15,100,0.07
"iris","PART",20,0.15,100,0.13
"kc1","PART",20,0.15,100,0.04
"liver-disorders","PART",20,0.15,90,0.13
"mfeat-factors","PART",20,0.15,100,0.01
"mfeat-karhunen","PART",20,0.15,100,0.04
"mfeat-zernike","PART",20,0.15,100,0.02
"ozone-level-8hr","PART",20,0.15,100,0.03
"pc4","PART",20,0.15,40,0.13
"phoneme","PART",20,0.15,100,0.09
"qsar-biodeg","PART",20,0.15,100,0.14
"tic-tac-toe","PART",20,0.15,100,0.11
"vowel","PART",20,0.15,100,0.11
"waveform-5000","PART",20,0.15,100,0.03
"wdbc","PART",20,0.15,100,0.01
"wilt","PART",20,0.15,20,0.15
"analcatdata_authorship","rbfDDA",20,0.15,100,0.02
"badges2","rbfDDA",20,0.15,100,0.12
"banknote","rbfDDA",20,0.15,100,0.04
"blood-transfusion-service-center","rbfDDA",20,0.15,10,0.09
"breast-w","rbfDDA",20,0.15,100,0
"cardiotocography","rbfDDA",20,0.15,20,0.12
"climate-model-simulation-crashes","rbfDDA",20,0.15,100,0
"cmc","rbfDDA",20,0.15,60,0.14
"credit-g","rbfDDA",20,0.15,10,0.09
"diabetes","rbfDDA",20,0.15,100,0.15
"eucalyptus","rbfDDA",20,0.15,20,0.14
"iris","rbfDDA",20,0.15,100,0.15
"kc1","rbfDDA",20,0.15,0,0
"liver-disorders","rbfDDA",20,0.15,40,0.14
"mfeat-factors","rbfDDA",20,0.15,100,0.01
"mfeat-karhunen","rbfDDA",20,0.15,100,0.01
"mfeat-zernike","rbfDDA",20,0.15,100,0.01
"ozone-level-8hr","rbfDDA",20,0.15,50,0.14
"pc4","rbfDDA",20,0.15,0,0
"phoneme","rbfDDA",20,0.15,100,0.08
"qsar-biodeg","rbfDDA",20,0.15,100,0.12
"tic-tac-toe","rbfDDA",20,0.15,100,0.1
"vowel","rbfDDA",20,0.15,0,0
"waveform-5000","rbfDDA",20,0.15,100,0.09
"wdbc","rbfDDA",20,0.15,60,0.14
"wilt","rbfDDA",20,0.15,100,0
"analcatdata_authorship","rda",20,0.15,100,0.01
"badges2","rda",20,0.15,100,0.07
"banknote","rda",20,0.15,100,0.02
"blood-transfusion-service-center","rda",20,0.15,100,0.11
"breast-w","rda",20,0.15,100,0
"cardiotocography","rda",20,0.15,40,0.14
"climate-model-simulation-crashes","rda",20,0.15,100,0.12
"cmc","rda",20,0.15,100,0.1
"credit-g","rda",20,0.15,100,0
"diabetes","rda",20,0.15,100,0.07
"eucalyptus","rda",20,0.15,100,0
"iris","rda",20,0.15,100,0.04
"kc1","rda",20,0.15,0,0
"liver-disorders","rda",20,0.15,70,0.12
"mfeat-factors","rda",20,0.15,100,0
"mfeat-karhunen","rda",20,0.15,100,0
"mfeat-zernike","rda",20,0.15,20,0.13
"ozone-level-8hr","rda",20,0.15,20,0.13
"pc4","rda",20,0.15,100,0
"phoneme","rda",20,0.15,100,0.1
"qsar-biodeg","rda",20,0.15,100,0.09
"tic-tac-toe","rda",20,0.15,100,0.15
"vowel","rda",20,0.15,100,0.08
"waveform-5000","rda",20,0.15,100,0.03
"wdbc","rda",20,0.15,20,0.12
"wilt","rda",20,0.15,30,0.14
"analcatdata_authorship","rf",20,0.15,100,0
"badges2","rf",20,0.15,90,0.14
"banknote","rf",20,0.15,100,0.02
"blood-transfusion-service-center","rf",20,0.15,60,0.12
"breast-w","rf",20,0.15,100,0.01
"cardiotocography","rf",20,0.15,100,0
"climate-model-simulation-crashes","rf",20,0.15,100,0.15
"cmc","rf",20,0.15,100,0.15
"credit-g","rf",20,0.15,100,0.1
"diabetes","rf",20,0.15,100,0.09
"eucalyptus","rf",20,0.15,100,0.08
"iris","rf",20,0.15,100,0.08
"kc1","rf",20,0.15,100,0.03
"liver-disorders","rf",20,0.15,100,0.14
"mfeat-factors","rf",20,0.15,100,0
"mfeat-karhunen","rf",20,0.15,100,0
"mfeat-zernike","rf",20,0.15,100,0.01
"ozone-level-8hr","rf",20,0.15,100,0.1
"pc4","rf",20,0.15,100,0.12
"phoneme","rf",20,0.15,100,0.11
"qsar-biodeg","rf",20,0.15,100,0.07
"tic-tac-toe","rf",20,0.15,100,0.1
"vowel","rf",20,0.15,100,0.05
"waveform-5000","rf",20,0.15,100,0.04
"wdbc","rf",20,0.15,100,0
"wilt","rf",20,0.15,10,0.07
"analcatdata_authorship","rpart",20,0.15,100,0.05
"badges2","rpart",20,0.15,80,0.14
"banknote","rpart",20,0.15,100,0.09
"blood-transfusion-service-center","rpart",20,0.15,100,0.12
"breast-w","rpart",20,0.15,100,0.03
"cardiotocography","rpart",20,0.15,100,0
"climate-model-simulation-crashes","rpart",20,0.15,100,0
"cmc","rpart",20,0.15,100,0.08
"credit-g","rpart",20,0.15,100,0.08
"diabetes","rpart",20,0.15,100,0.12
"eucalyptus","rpart",20,0.15,100,0.09
"iris","rpart",20,0.15,100,0.04
"kc1","rpart",20,0.15,100,0.03
"liver-disorders","rpart",20,0.15,40,0.15
"mfeat-factors","rpart",20,0.15,100,0.03
"mfeat-karhunen","rpart",20,0.15,100,0.05
"mfeat-zernike","rpart",20,0.15,100,0.03
"ozone-level-8hr","rpart",20,0.15,100,0
"pc4","rpart",20,0.15,100,0.08
"phoneme","rpart",20,0.15,100,0.15
"qsar-biodeg","rpart",20,0.15,60,0.14
"tic-tac-toe","rpart",20,0.15,100,0.14
"vowel","rpart",20,0.15,100,0.15
"waveform-5000","rpart",20,0.15,100,0.09
"wdbc","rpart",20,0.15,100,0.03
"wilt","rpart",20,0.15,20,0.14
"analcatdata_authorship","simpls",20,0.15,100,0.01
"badges2","simpls",20,0.15,80,0.13
"banknote","simpls",20,0.15,100,0.02
"blood-transfusion-service-center","simpls",20,0.15,100,0.07
"breast-w","simpls",20,0.15,100,0.01
"cardiotocography","simpls",20,0.15,80,0.15
"climate-model-simulation-crashes","simpls",20,0.15,50,0
"cmc","simpls",20,0.15,100,0.15
"credit-g","simpls",20,0.15,100,0.03
"diabetes","simpls",20,0.15,100,0.07
"eucalyptus","simpls",20,0.15,100,0
"iris","simpls",20,0.15,100,0.01
"kc1","simpls",20,0.15,100,0.02
"liver-disorders","simpls",20,0.15,60,0.15
"mfeat-factors","simpls",20,0.15,100,0
"mfeat-karhunen","simpls",20,0.15,100,0.05
"mfeat-zernike","simpls",20,0.15,100,0.01
"ozone-level-8hr","simpls",20,0.15,100,0
"pc4","simpls",20,0.15,100,0
"phoneme","simpls",20,0.15,100,0.06
"qsar-biodeg","simpls",20,0.15,100,0.08
"tic-tac-toe","simpls",20,0.15,100,0.14
"vowel","simpls",20,0.15,100,0.1
"waveform-5000","simpls",20,0.15,100,0.03
"wdbc","simpls",20,0.15,100,0.07
"wilt","simpls",20,0.15,100,0
"analcatdata_authorship","svmLinear",20,0.15,100,0
"badges2","svmLinear",20,0.15,90,0.15
"banknote","svmLinear",20,0.15,100,0.02
"blood-transfusion-service-center","svmLinear",20,0.15,100,0
"breast-w","svmLinear",20,0.15,100,0.01
"cardiotocography","svmLinear",20,0.15,100,0
"climate-model-simulation-crashes","svmLinear",20,0.15,100,0.11
"cmc","svmLinear",20,0.15,100,0.11
"credit-g","svmLinear",20,0.15,100,0.06
"diabetes","svmLinear",20,0.15,100,0.08
"eucalyptus","svmLinear",20,0.15,100,0.06
"iris","svmLinear",20,0.15,100,0.04
"kc1","svmLinear",20,0.15,100,0.11
"liver-disorders","svmLinear",20,0.15,70,0.15
"mfeat-factors","svmLinear",20,0.15,100,0
"mfeat-karhunen","svmLinear",20,0.15,100,0
"mfeat-zernike","svmLinear",20,0.15,100,0.01
"ozone-level-8hr","svmLinear",20,0.15,90,0.15
"pc4","svmLinear",20,0.15,100,0.07
"phoneme","svmLinear",20,0.15,100,0.06
"qsar-biodeg","svmLinear",20,0.15,100,0.07
"tic-tac-toe","svmLinear",20,0.15,100,0.15
"vowel","svmLinear",20,0.15,90,0.15
"waveform-5000","svmLinear",20,0.15,100,0.04
"wdbc","svmLinear",20,0.15,100,0.02
"wilt","svmLinear",20,0.15,10,0.12
"analcatdata_authorship","svmRadial",20,0.15,100,0
"badges2","svmRadial",20,0.15,80,0.15
"banknote","svmRadial",20,0.15,100,0
"blood-transfusion-service-center","svmRadial",20,0.15,100,0.08
"breast-w","svmRadial",20,0.15,100,0.01
"cardiotocography","svmRadial",20,0.15,100,0
"climate-model-simulation-crashes","svmRadial",20,0.15,100,0
"cmc","svmRadial",20,0.15,100,0.11
"credit-g","svmRadial",20,0.15,10,0.08
"diabetes","svmRadial",20,0.15,100,0.07
"eucalyptus","svmRadial",20,0.15,100,0.05
"iris","svmRadial",20,0.15,100,0.04
"kc1","svmRadial",20,0.15,100,0
"liver-disorders","svmRadial",20,0.15,100,0.14
"mfeat-factors","svmRadial",20,0.15,100,0
"mfeat-karhunen","svmRadial",20,0.15,100,0
"mfeat-zernike","svmRadial",20,0.15,100,0
"ozone-level-8hr","svmRadial",20,0.15,100,0
"pc4","svmRadial",20,0.15,100,0.05
"phoneme","svmRadial",20,0.15,100,0.06
