"loc","v_g","ev_g","iv_g","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","class","dataset_name","altered_attribute","noise_level"
4,1,1,1,3,720.38,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
4,1,1,1,3,160.9,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
2,1,1,1,3,628.56,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
1,1,1,1,0,-237.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"false","kc1","v",1
4,1,1,1,5,119.86,0.67,1.5,6.67,15,0,0.83,1,0,0,0,2,2,2,3,1,"false","kc1","v",1
3,1,1,1,5,-314.19,0.67,1.5,6.67,15,0,0.83,2,0,0,0,2,2,2,3,1,"false","kc1","v",1
2,1,1,1,8,456.42,1,1,20.68,20.68,0.01,1.15,0,0,0,0,2,4,4,4,1,"false","kc1","v",1
1,1,1,1,0,261.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"false","kc1","v",1
1,1,1,1,0,-511.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"false","kc1","v",1
4,1,1,1,1,-263.53,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,"false","kc1","v",1
3,1,1,1,1,244.91,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,"false","kc1","v",1
2,1,1,1,3,215.94,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
4,1,1,1,3,-495.28,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
1,1,1,1,0,-577.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"false","kc1","v",1
2,1,1,1,3,171.09,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
4,1,1,1,3,-661.13,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
5,1,1,1,12,-853.52,0.4,2.5,14.4,90,0.01,5,3,0,0,0,5,3,9,3,1,"false","kc1","v",1
6,1,1,1,12,-335.45,0.4,2.5,14.4,90,0.01,5,3,0,0,0,4,4,7,5,1,"false","kc1","v",1
6,1,1,1,5,-1486.54,0.67,1.5,7.74,17.41,0,0.97,3,0,1,0,3,2,3,2,1,"false","kc1","v",1
3,1,1,1,4,46.97,1,1,8,8,0,0.44,2,0,0,0,2,2,2,2,1,"false","kc1","v",1
4,1,1,1,4,-121.99,1,1,8,8,0,0.44,1,0,0,0,2,2,2,2,1,"false","kc1","v",1
4,1,1,1,3,-965.41,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
11,1,1,1,13,110.62,0.34,2.92,15.42,131.17,0.01,7.29,6,0,0,0,5,6,6,7,1,"false","kc1","v",1
2,1,1,1,3,-213.54,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
4,1,1,1,3,1025.92,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
48,7,6,6,119,280.48,0.07,14.91,41.57,9244.97,0.21,513.61,39,1,3,0,14,23,70,49,13,"false","kc1","v",1
3,1,1,1,4,-209.87,1,1,8,8,0,0.44,2,0,0,0,2,2,2,2,1,"false","kc1","v",1
11,1,1,1,25,168.91,0.25,3.94,24.81,384.58,0.03,21.37,8,0,0,0,7,8,16,9,1,"false","kc1","v",1
4,1,1,1,3,88.41,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
5,1,1,1,7,162.88,0.5,2,9.83,39.3,0.01,2.18,4,0,0,0,4,3,4,3,1,"false","kc1","v",1
1,1,1,1,5,182.77,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
4,1,1,1,3,-4.31,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,"false","kc1","v",1
4,1,1,1,4,-162.48,1,1,8,8,0,0.44,1,0,0,0,2,2,2,2,1,"false","kc1","v",1
14,1,1,1,24,531.33,1,1,91.38,91.38,0.03,5.08,7,0,0,0,2,12,12,12,1,"false","kc1","v",1
10,2,1,1,56,868.28,0.14,7.2,35.66,1848.66,0.09,102.7,8,0,0,0,9,15,32,24,3,"false","kc1","v",1
15,2,1,2,41,621.58,0.11,8.8,20.46,1584.75,0.06,88.04,13,0,0,0,11,10,25,16,3,"false","kc1","v",1
12,2,1,2,41,17.53,0.11,9.5,19.25,1736.95,0.06,96.5,10,0,0,0,11,11,22,19,3,"false","kc1","v",1
5,1,1,1,8,211.86,0.4,2.5,9.6,60,0.01,3.33,3,0,0,0,5,3,5,3,1,"false","kc1","v",1
7,2,1,2,9,302.69,0.17,6,4.21,151.6,0.01,8.42,5,0,0,0,6,1,7,2,3,"false","kc1","v",1
7,1,1,1,15,595.7,0.24,4.2,12.8,225.85,0.02,12.55,5,0,0,0,7,5,9,6,1,"false","kc1","v",1
6,1,1,1,10,-74.46,0.4,2.5,12.68,79.25,0.01,4.4,1,0,0,0,5,4,6,4,1,"false","kc1","v",1
6,1,1,1,10,-85.81,0.4,2.5,12.68,79.25,0.01,4.4,1,0,0,0,5,4,6,4,1,"false","kc1","v",1
9,1,1,1,29,389.04,0.16,6.19,19.16,733.44,0.04,40.75,6,0,1,0,9,8,18,11,1,"false","kc1","v",1
2,1,1,1,5,-222.12,0.5,2,5.8,23.22,0,1.29,0,0,0,0,4,1,4,1,1,"false","kc1","v",1
2,1,1,1,4,-744.55,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-317.75,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,310.94,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,226.53,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-310.28,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-178.52,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
1,1,1,1,4,563.78,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
1,1,1,1,9,1352.54,0.67,1.5,16.84,37.9,0.01,2.11,0,0,0,0,3,4,5,4,1,"false","kc1","v",1
2,1,1,1,5,446.36,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
2,1,1,1,5,727.07,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
2,1,1,1,5,-191.51,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
2,1,1,1,4,178.02,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-22.26,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,72.74,0.67,1.5,5.33,12,0,0.67,1,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-179.9,0.67,1.5,5.33,12,0,0.67,1,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,254.23,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,468.42,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-259.07,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,488.6,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-440.36,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
1,1,1,1,4,522.48,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,51.45,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,485.36,0.67,1.5,5.33,12,0,0.67,1,0,0,0,3,1,3,1,1,"false","kc1","v",1
1,1,1,1,4,-1.26,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-277.21,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-120.63,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,459.95,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,421.09,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-103.79,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
8,1,1,1,13,-266.77,0.19,5.33,8.43,239.85,0.01,13.33,6,0,0,0,8,3,9,4,1,"false","kc1","v",1
2,1,1,1,4,-1175.39,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
1,1,1,1,4,-378.51,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,229.7,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,556.47,0.67,1.5,5.33,12,0,0.67,1,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-688.52,0.67,1.5,5.33,12,0,0.67,1,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-52.09,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-210.43,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,457.2,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-1241.45,0.67,1.5,5.33,12,0,0.67,1,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-880.76,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-251.79,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,904.97,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,864.46,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,292.64,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,181.56,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,-455.83,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,1594.78,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
23,1,1,1,65,-332.46,0.08,12.18,24.79,3676.11,0.1,204.23,16,0,5,0,11,14,34,31,1,"false","kc1","v",1
2,1,1,1,4,-139.64,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
6,1,1,1,9,-533.22,0.33,3,9.51,85.59,0.01,4.75,4,0,0,0,6,3,6,3,1,"false","kc1","v",1
2,1,1,1,6,53.66,0.4,2.5,6.2,38.77,0.01,2.15,0,0,0,0,5,1,5,1,1,"false","kc1","v",1
2,1,1,1,6,-389.42,0.4,2.5,6.2,38.77,0.01,2.15,0,0,0,0,5,1,5,1,1,"false","kc1","v",1
2,1,1,1,5,625.11,0.5,2,5.8,23.22,0,1.29,0,0,0,0,4,1,4,1,1,"false","kc1","v",1
2,1,1,1,5,957.1,0.5,2,5.8,23.22,0,1.29,0,0,0,0,4,1,4,1,1,"false","kc1","v",1
5,1,1,1,11,535.14,0.25,4,7.11,113.74,0.01,6.32,3,0,0,0,4,2,7,4,1,"false","kc1","v",1
6,1,1,1,9,285.67,0.33,3,9.51,85.59,0.01,4.75,2,0,2,0,6,3,6,3,1,"false","kc1","v",1
1,1,1,1,4,-257.78,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,2,1,1,8,331.77,0.4,2.5,9.6,60,0.01,3.33,0,0,0,0,5,3,5,3,3,"false","kc1","v",1
1,1,1,1,4,883.93,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
3,3,1,2,15,496.15,0.17,6,8.96,322.65,0.02,17.92,1,0,0,0,9,3,11,4,5,"false","kc1","v",1
3,3,1,2,16,-525.3,0.17,6,9.56,344.16,0.02,19.12,1,0,0,0,9,3,12,4,5,"false","kc1","v",1
2,1,1,1,4,-122.04,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,2,1,2,9,-91.76,0.14,7,3.86,189,0.01,10.5,0,0,0,0,7,1,7,2,3,"false","kc1","v",1
2,1,1,1,4,-33.21,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
13,3,3,2,21,-4.04,0.21,4.8,16.19,373,0.03,20.72,10,0,1,0,8,5,15,6,5,"false","kc1","v",1
1,1,1,1,4,-55.24,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,2,1,2,9,-767.55,0.14,7,3.86,189,0.01,10.5,0,0,0,0,7,1,7,2,3,"false","kc1","v",1
3,3,3,2,14,460.88,0.22,4.5,11.85,239.86,0.02,13.33,1,0,0,0,9,5,9,5,5,"false","kc1","v",1
2,1,1,1,5,65.48,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
2,1,1,1,4,-456.43,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
13,2,1,1,21,194.17,0.14,7,11.72,574.31,0.03,31.91,7,0,4,0,10,5,14,7,3,"false","kc1","v",1
2,1,1,1,5,365.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
3,1,1,1,9,412.13,0.5,2,11.63,46.53,0.01,2.58,1,0,0,0,3,3,5,4,1,"false","kc1","v",1
2,1,1,1,5,-285.46,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
4,1,1,1,4,-130.61,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
4,1,1,1,4,-735.81,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
4,1,1,1,4,-844.99,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
4,1,1,1,4,996.61,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
4,1,1,1,4,463.73,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
4,1,1,1,4,271.29,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,4,233.76,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
1,1,1,1,1,137.49,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"false","kc1","v",1
4,1,1,1,4,-417.78,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
1,1,1,1,1,-108,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"false","kc1","v",1
4,1,1,1,4,-276.84,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
4,1,1,1,4,-62.45,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
4,1,1,1,4,635.22,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
4,1,1,1,4,140.16,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
4,1,1,1,4,578.77,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,8,1096.67,0.33,3,8,72,0.01,4,0,0,0,0,6,2,6,2,1,"false","kc1","v",1
3,1,1,1,14,590.34,0.25,4,11.09,177.52,0.01,9.86,0,0,0,0,8,1,13,1,1,"false","kc1","v",1
28,3,3,2,119,1125.89,0.07,13.75,45.74,8648.24,0.21,480.46,22,0,4,0,13,26,64,55,5,"false","kc1","v",1
4,1,1,1,4,-404.67,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,7,489.82,0.5,2,9.05,36.19,0.01,2,0,0,0,0,4,2,5,2,1,"false","kc1","v",1
7,1,1,1,16,377.73,0.27,3.75,14.17,199.32,0.02,11.07,4,1,0,0,6,4,11,5,1,"false","kc1","v",1
9,2,1,1,17,-645.78,0.15,6.67,8.82,392.07,0.02,21.78,7,0,0,0,8,3,12,5,3,"false","kc1","v",1
4,1,1,1,6,82.8,0.5,2,7.75,31.02,0.01,1.72,0,0,0,0,4,2,4,2,1,"false","kc1","v",1
2,1,1,1,5,-700.67,0.5,2,5.8,23.22,0,1.29,0,0,0,0,4,1,4,1,1,"false","kc1","v",1
2,1,1,1,5,239.49,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
2,1,1,1,5,303.37,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
2,1,1,1,5,-349.13,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
27,5,4,5,63,625.72,0.07,14.7,19.65,4246.13,0.1,235.9,19,3,3,0,14,10,42,21,9,"false","kc1","v",1
2,1,1,1,5,-121.15,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
1,1,1,1,5,268.06,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
5,2,1,1,17,-255.56,0.22,4.5,15.11,306,0.02,17,3,0,0,0,9,7,10,7,3,"false","kc1","v",1
5,2,1,1,17,87.53,0.22,4.5,15.11,306,0.02,17,3,0,0,0,9,7,10,7,3,"false","kc1","v",1
5,2,1,1,17,-316.72,0.22,4.5,15.11,306,0.02,17,3,0,0,0,9,7,10,7,3,"false","kc1","v",1
5,2,1,1,17,321.85,0.22,4.5,15.11,306,0.02,17,3,0,0,0,9,7,10,7,3,"false","kc1","v",1
5,2,1,1,17,32.78,0.22,4.5,15.11,306,0.02,17,3,0,0,0,9,7,10,7,3,"false","kc1","v",1
5,2,1,1,17,330.72,0.22,4.5,15.11,306,0.02,17,3,0,0,0,9,7,10,7,3,"false","kc1","v",1
4,1,1,1,5,221.59,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
4,1,1,1,5,-251.63,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
1,1,1,1,5,27.19,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
35,6,3,5,125,712.56,0.05,21.37,29.51,13473.84,0.21,748.55,32,0,1,0,14,19,67,58,11,"false","kc1","v",1
8,1,1,1,9,82.7,0.67,1.5,16.84,37.9,0.01,2.11,3,0,0,0,3,4,5,4,1,"false","kc1","v",1
10,2,1,2,11,-237.41,0.25,4,8.72,139.48,0.01,7.75,5,0,0,0,6,3,7,4,3,"false","kc1","v",1
2,1,1,1,5,-213.3,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
5,2,1,1,17,540.64,0.22,4.5,15.11,306,0.02,17,3,0,0,0,9,7,10,7,3,"false","kc1","v",1
5,2,1,1,17,-168.43,0.22,4.5,15.11,306,0.02,17,3,0,0,0,9,7,10,7,3,"false","kc1","v",1
5,2,1,1,17,14.18,0.22,4.5,15.11,306,0.02,17,3,0,0,0,9,7,10,7,3,"false","kc1","v",1
5,2,1,1,17,-487.46,0.22,4.5,15.11,306,0.02,17,3,0,0,0,9,7,10,7,3,"false","kc1","v",1
2,1,1,1,5,334.8,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
2,1,1,1,5,377.94,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
2,1,1,1,5,234.06,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
2,1,1,1,8,686.46,0.5,2,11.23,44.92,0.01,2.5,0,0,0,0,4,3,5,3,1,"false","kc1","v",1
4,1,1,1,5,799.08,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
4,1,1,1,5,-1124.78,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
16,2,1,2,20,243.84,0.19,5.33,14.28,406.12,0.03,22.56,8,0,1,0,8,6,12,8,3,"false","kc1","v",1
18,1,1,1,45,219.62,0.12,8.25,24.67,1679.37,0.07,93.3,12,0,1,0,11,12,27,18,1,"false","kc1","v",1
7,1,1,1,17,848.86,0.44,2.29,25.73,134.42,0.02,7.47,5,0,0,0,4,7,9,8,1,"false","kc1","v",1
2,1,1,1,5,167.14,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
2,1,1,1,4,1317.24,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,"false","kc1","v",1
2,1,1,1,5,-218.34,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
2,1,1,1,5,584.56,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,"false","kc1","v",1
10,2,1,2,22,-726.2,0.24,4.2,18.78,331.25,0.03,18.4,8,0,0,0,7,5,16,6,3,"false","kc1","v",1
5,1,1,1,6,-162.35,0.5,2,7.75,31.02,0.01,1.72,2,0,1,0,4,2,4,2,1,"false","kc1","v",1
3,1,1,1,1,496.61,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"false","kc1","v",1
3,1,1,1,1,-96.77,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"false","kc1","v",1
3,1,1,1,1,-726.58,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"false","kc1","v",1
3,1,1,1,1,429.43,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"false","kc1","v",1
3,1,1,1,1,-34.63,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"false","kc1","v",1
3,1,1,1,1,581.34,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"false","kc1","v",1
3,1,1,1,1,320.44,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"false","kc1","v",1
3,1,1,1,1,443.79,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"false","kc1","v",1
3,1,1,1,1,-65.24,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"false","kc1","v",1
13,3,1,3,23,751.94,0.16,6.4,13.3,544.7,0.03,30.26,10,1,0,0,8,5,15,8,5,"false","kc1","v",1
27,6,1,2,64,377.82,0.04,22.4,13.43,6738.55,0.1,374.36,19,5,0,0,16,10,36,28,11,"false","kc1","v",1
43,4,1,2,111,794.95,0.1,9.63,61.35,5688.55,0.2,316.03,25,2,3,0,13,27,71,40,7,"false","kc1","v",1
9,1,1,1,20,-166.74,0.21,4.67,16.32,355.35,0.03,19.74,6,0,0,0,8,6,13,7,1,"false","kc1","v",1
23,1,1,1,69,-374.95,0.18,5.6,59.23,1857.56,0.11,103.2,13,0,0,0,8,20,41,28,1,"false","kc1","v",1
25,4,1,3,64,195.62,0.11,8.93,32.87,2619.98,0.1,145.55,21,1,1,0,10,14,39,25,7,"false","kc1","v",1
4,1,1,1,5,-405.23,0.5,2,5.8,23.22,0,1.29,2,0,0,0,4,1,4,1,1,"false","kc1","v",1
4,1,1,1,5,286.96,0.5,2,5.8,23.22,0,1.29,2,0,0,0,4,1,4,1,1,"false","kc1","v",1
4,1,1,1,8,71.04,0.33,3,7.49,67.38,0.01,3.74,2,0,0,0,6,1,7,1,1,"false","kc1","v",1
11,1,1,1,25,142.13,0.2,5,20,500,0.03,27.78,7,0,0,0,8,8,15,10,1,"false","kc1","v",1
4,1,1,1,5,414.39,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,"false","kc1","v",1
74,6,5,6,155,383.48,0.05,18.79,41.61,14691.13,0.26,816.17,54,7,7,4,14,19,104,51,11,"false","kc1","v",1
44,4,1,4,99,373.37,0.08,12.63,38.83,6195.35,0.16,344.19,38,0,3,0,12,19,59,40,7,"false","kc1","v",1
20,1,1,1,62,439.63,0.18,5.56,52.46,1619.04,0.1,89.95,12,0,0,0,8,18,37,25,1,"false","kc1","v",1
13,1,1,1,20,213.66,0.33,3,26.05,234.41,0.03,13.02,9,0,0,0,6,9,11,9,1,"false","kc1","v",1
5,1,1,1,7,749.7,0.5,2,9.83,39.3,0.01,2.18,3,0,0,0,4,3,4,3,1,"false","kc1","v",1
19,2,1,1,22,591.4,0.11,9,9.55,773.56,0.03,42.98,8,5,3,0,10,5,13,9,3,"false","kc1","v",1
9,1,1,1,11,271.4,0.32,3.12,11.16,108.97,0.01,6.05,4,2,0,0,5,4,6,5,1,"false","kc1","v",1
19,2,1,1,23,525,0.1,9.9,9.29,910.8,0.03,50.6,8,5,3,0,11,5,14,9,3,"false","kc1","v",1
46,4,1,4,97,-40.78,0.09,11.4,42.54,5529,0.16,307.17,38,0,3,0,12,20,59,38,7,"false","kc1","v",1
68,9,8,9,191,377.07,0.04,24.14,42.66,24862.57,0.34,1381.25,49,7,10,0,17,25,120,71,17,"false","kc1","v",1
20,1,1,1,62,-191.37,0.18,5.56,52.46,1619.04,0.1,89.95,12,0,0,0,8,18,37,25,1,"false","kc1","v",1
14,1,1,1,20,-71.39,0.33,3,26.05,234.41,0.03,13.02,9,0,0,0,6,9,11,9,1,"false","kc1","v",1
5,1,1,1,7,63.51,0.5,2,9.83,39.3,0.01,2.18,3,0,0,0,4,3,4,3,1,"false","kc1","v",1
22,1,1,1,69,616.13,0.18,5.6,59.23,1857.56,0.11,103.2,13,0,0,0,8,20,41,28,1,"false","kc1","v",1
16,1,1,1,22,199.78,0.33,3,29.33,264,0.03,14.67,10,0,0,0,6,10,12,10,1,"false","kc1","v",1
5,1,1,1,7,-279.47,0.5,2,9.83,39.3,0.01,2.18,3,0,0,0,4,3,4,3,1,"false","kc1","v",1
41,3,1,3,92,950.79,0.09,11.61,38.49,5189.4,0.15,288.3,34,0,4,0,11,18,54,38,5,"false","kc1","v",1
