"LOC_BLANK","BRANCH_COUNT","CALL_PAIRS","LOC_CODE_AND_COMMENT","LOC_COMMENTS","CONDITION_COUNT","CYCLOMATIC_COMPLEXITY","CYCLOMATIC_DENSITY","DECISION_COUNT","DECISION_DENSITY","DESIGN_COMPLEXITY","DESIGN_DENSITY","EDGE_COUNT","ESSENTIAL_COMPLEXITY","ESSENTIAL_DENSITY","LOC_EXECUTABLE","PARAMETER_COUNT","HALSTEAD_CONTENT","HALSTEAD_DIFFICULTY","HALSTEAD_EFFORT","HALSTEAD_ERROR_EST","HALSTEAD_LENGTH","HALSTEAD_LEVEL","HALSTEAD_PROG_TIME","HALSTEAD_VOLUME","MAINTENANCE_SEVERITY","MODIFIED_CONDITION_COUNT","MULTIPLE_CONDITION_COUNT","NODE_COUNT","NORMALIZED_CYLOMATIC_COMPLEXITY","NUM_OPERANDS","NUM_OPERATORS","NUM_UNIQUE_OPERANDS","NUM_UNIQUE_OPERATORS","NUMBER_OF_LINES","PERCENT_COMMENTS","LOC_TOTAL","class","dataset_name","altered_attribute","noise_level"
5,1,0,0,15,0,1,0.2,0,0,1,1,1,1,0,5,2,5.8,2,23.22,0,5,0.5,1.29,347.48,1,0,0,2,0.04,1,4,1,4,26,75,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,636.61,1,0,0,3,0.17,2,3,2,3,6,0,2,"FALSE","pc4","HALSTEAD_VOLUME",0.6
7,1,1,0,19,0,1,0.33,0,0,1,1,2,1,0,3,2,9.05,2,36.19,0.01,7,0.5,2,-732.72,1,0,0,3,0.03,2,5,2,4,30,86.36,3,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,19,10,0,0,0,13,0.3,0,0,9,0.69,51,3,0,43,1,49.68,20.72,21334.26,0.34,175,0.05,1185.24,592.21,0.23,0,0,40,0.29,75,100,38,21,45,0,43,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,9,2,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,17.51,14.17,3513.33,0.08,62,0.07,195.19,465.78,0.2,0,0,18,0.28,17,45,6,10,18,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
14,5,4,4,19,6,3,0.18,2,3,2,0.67,12,3,1,13,3,24.09,16.5,6558.06,0.13,81,0.06,364.34,1170.15,1,2,3,11,0.06,33,48,15,15,51,63.89,17,"FALSE","pc4","HALSTEAD_VOLUME",0.6
13,26,4,1,1,0,14,0.3,0,0,11,0.79,59,7,0,45,2,31.37,40.5,51461.36,0.42,216,0.02,2858.96,2225.54,0.5,0,0,47,0.23,96,120,32,27,61,4.26,46,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,976.86,1,0,0,2,1,0,2,0,2,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,2,0,1,0,3,0.25,0,0,3,1,10,3,1,12,2,18.7,10.4,2022.94,0.06,43,0.1,112.39,51.68,1,0,0,9,0.2,16,27,10,13,15,7.69,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
11,13,4,1,3,18,7,0.32,6,3,4,0.57,23,1,0,21,0,48.64,9.91,4779.6,0.16,94,0.1,265.53,550.83,0.14,6,9,18,0.18,38,56,23,12,38,16,22,"TRUE","pc4","HALSTEAD_VOLUME",0.6
3,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,0,14,3,126,0.01,14,0.33,7,-576.73,1,0,0,2,0.11,6,8,4,4,9,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
12,25,5,0,0,48,1,0.04,24,2,1,1,62,1,0,28,0,25.46,32.5,26888.89,0.28,174,0.03,1493.83,434.69,1,12,24,51,0.02,52,122,12,15,46,0,28,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,5,2,0,0,0,3,1,0,0,3,1,10,3,1,3,0,12.61,6.75,574.49,0.03,23,0.15,31.92,-1072.42,1,0,0,9,0.6,6,17,4,9,5,0,3,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,1,8.51,8,544.91,0.02,19,0.13,30.27,806.96,1,0,0,3,0.14,8,11,4,8,7,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
20,11,3,24,10,10,7,0.13,4,2,5,0.71,24,4,0,31,0,66.27,30.44,61416.25,0.67,335,0.03,3412.01,2384.2,0.57,3,5,19,0.08,119,216,43,22,87,52.31,55,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,0,13.32,3.5,163.12,0.02,13,0.29,9.06,938.5,1,0,0,3,0.13,5,8,5,7,8,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
16,3,2,3,25,4,2,0.11,2,2,2,1,7,1,0,16,2,18.96,13.64,3525.33,0.09,55,0.07,195.85,373.6,0.5,1,2,7,0.03,20,35,11,15,61,63.64,19,"FALSE","pc4","HALSTEAD_VOLUME",0.6
13,18,7,18,7,26,10,0.16,12,2,8,0.8,43,1,0,44,0,41.18,29.46,35752.82,0.4,215,0.03,1986.27,2137.36,0.1,7,13,35,0.12,75,140,28,22,84,36.23,62,"TRUE","pc4","HALSTEAD_VOLUME",0.6
11,1,1,0,4,0,1,0.06,0,0,1,1,2,1,0,17,0,21.63,16,5537.66,0.12,83,0.06,307.65,-871.78,1,0,0,3,0.03,40,43,10,8,34,19.05,17,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,7,3,0,0,0,4,1,0,0,3,0.75,16,1,0,0,0,0,0,0,0,0,0,0,48.91,0.25,0,0,14,0.09,0,0,0,0,44,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
11,11,12,1,0,0,6,0.23,0,0,6,1,37,5,0,25,0,46.25,14.27,9416.54,0.22,124,0.07,523.14,-206.61,0.83,0,0,33,0.15,53,71,26,14,39,3.85,26,"FALSE","pc4","HALSTEAD_VOLUME",0.6
19,15,1,6,11,22,8,0.12,8,2,5,0.63,31,8,1,60,1,41.36,32,42352.03,0.44,256,0.03,2352.89,1167.3,1,7,11,25,0.08,80,176,20,16,98,22.08,66,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,19,3,0,0,0,10,0.48,0,0,9,0.9,46,1,0,21,0,24.5,26,16559.04,0.21,145,0.04,919.95,-776.14,0.1,0,0,38,0.36,39,106,9,12,28,0,21,"FALSE","pc4","HALSTEAD_VOLUME",0.6
33,33,6,6,23,58,17,0.24,26,2,9,0.53,76,5,0,64,0,38.51,58.76,132943.06,0.75,395,0.02,7385.73,2516.86,0.29,16,29,61,0.13,142,253,29,24,128,31.18,70,"FALSE","pc4","HALSTEAD_VOLUME",0.6
9,3,3,0,1,4,2,0.12,2,2,2,1,8,1,0,17,0,52.81,9.13,4402.26,0.16,94,0.11,244.57,834.15,0.5,1,2,8,0.03,35,59,23,12,67,5.56,17,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,8,0,7,0,0,7,0.41,0,0,1,0.14,15,1,0,10,3,11.6,31.21,11297.51,0.12,77,0.03,627.64,1499.92,0.14,0,0,10,0.3,23,54,7,19,23,41.18,17,"FALSE","pc4","HALSTEAD_VOLUME",0.6
21,13,8,7,11,22,7,0.21,10,2,5,0.71,30,1,0,26,0,34.86,26.4,24294.51,0.31,178,0.04,1349.7,1157.86,0.14,6,11,25,0.1,66,112,20,16,67,40.91,33,"TRUE","pc4","HALSTEAD_VOLUME",0.6
5,1,1,0,0,0,1,0.09,0,0,1,1,2,1,0,11,1,23.74,8.44,1689.91,0.07,49,0.12,93.88,524.54,1,0,0,3,0.06,15,34,8,9,18,0,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
27,15,4,10,13,28,8,0.12,14,2,6,0.75,39,1,0,56,5,34.93,44.48,69108.13,0.52,290,0.02,3839.34,1917.02,0.13,7,14,33,0.07,139,151,25,16,112,29.11,66,"TRUE","pc4","HALSTEAD_VOLUME",0.6
11,5,2,4,22,0,3,0.11,0,0,2,0.67,18,1,0,24,0,22.15,19.96,8828.3,0.15,93,0.05,490.46,149.12,0.33,0,0,17,0.05,43,50,14,13,63,52,28,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,-154.38,1,0,0,2,0.17,0,0,0,0,6,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,0,0,1,8,3,0.3,4,2,1,0.33,12,1,0,10,3,19.9,8.8,1541.2,0.06,42,0.11,85.62,-821.61,0.33,2,4,11,0.18,22,20,10,8,17,9.09,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
21,16,4,1,0,0,15,0.17,0,0,15,1,55,1,0,89,0,47.97,41.21,81451.08,0.66,336,0.02,4525.06,1812.2,0.07,0,0,42,0.13,129,207,36,23,113,1.11,90,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,3,1,1,0,4,2,0.17,2,2,1,0.5,6,1,0,11,1,21.93,8.25,1492.78,0.06,40,0.12,82.93,-326.92,0.5,1,2,6,0.11,18,22,12,11,18,8.33,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,1,2,1,9,0,1,0.13,0,0,1,1,3,1,0,7,0,20.94,4,335.05,0.03,22,0.25,18.61,1088.49,1,0,0,4,0.04,8,14,7,7,23,58.82,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,13,2,6,3,18,7,0.18,6,3,1,0.14,28,7,1,33,5,32.46,54.95,97999.22,0.59,360,0.02,5444.4,528.86,1,6,9,23,0.13,174,186,19,12,52,21.43,39,"FALSE","pc4","HALSTEAD_VOLUME",0.6
14,25,6,11,16,36,14,0.19,16,2,7,0.5,48,5,0,62,0,42.12,28.24,33576.57,0.4,203,0.04,1865.36,180.05,0.36,10,18,36,0.13,80,123,34,24,105,30.34,73,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,5,0,0,0,0,3,0.6,0,0,1,0.33,7,3,1,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,-493.45,1,0,0,6,0.5,6,11,5,8,6,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
13,15,3,1,5,24,8,0.21,10,2,6,0.75,34,5,0,37,0,34.13,32.11,35212.66,0.37,206,0.03,1956.26,1589.19,0.63,7,12,28,0.14,71,135,21,19,58,13.95,38,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,2,0,0,0,3,0.3,0,0,2,0.67,10,3,1,10,2,14.55,10.11,1487.96,0.05,33,0.1,82.66,2133.96,1,0,0,9,0.25,14,19,9,13,12,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,19,1,0,0,0,5,1,0,0,2,0.4,38,4,0,0,0,0,0,0,0,0,0,0,-844.5,0.8,0,0,30,0.04,0,0,0,0,135,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,0,0,0,4,2,1,2,2,1,0.5,6,1,0,2,2,5,6,180,0.01,10,0.17,10,-841.03,0.5,1,2,6,0.5,4,6,2,6,4,0,2,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,5,1,0,4,0,3,0.27,0,0,1,0.33,9,3,1,11,0,16.48,8.25,1121.45,0.05,32,0.12,62.3,750.99,1,0,0,8,0.14,12,20,8,11,21,26.67,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
40,33,1,8,23,52,17,0.31,20,2,11,0.65,49,17,1,46,2,29.38,28.9,24540.17,0.28,163,0.03,1363.34,699.52,1,16,26,34,0.14,68,95,20,17,118,40.26,54,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,1,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,0,16.07,4.5,325.53,0.02,19,0.22,18.08,-144.85,0.5,1,2,6,0.18,5,14,5,9,11,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,476.4,1,0,0,2,1,0,2,0,2,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,9,1,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,14.25,17,4117.85,0.08,62,0.06,228.77,-456.74,0.2,0,0,18,0.29,17,45,5,10,17,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,3,1,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,3,16.65,9.33,1450.57,0.05,42,0.11,80.59,751.9,0.5,1,2,6,0.17,16,26,6,7,12,0,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,-212.91,1,0,0,2,1,0,2,0,2,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,17,0,0,0,0,9,1,0,0,1,0.11,31,9,1,0,2,0,0,0,0,0,0,0,647.65,1,0,0,24,0.47,0,0,0,0,19,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,5,1,2,1,6,3,0.33,2,3,2,0.67,8,3,1,7,0,22.4,7.33,1204.38,0.05,38,0.14,66.91,854.96,1,2,3,7,0.2,12,26,9,11,15,30,9,"TRUE","pc4","HALSTEAD_VOLUME",0.6
3,3,0,3,1,4,2,0.17,2,2,1,0.5,6,1,0,9,0,13.83,7,677.56,0.03,27,0.14,37.64,729.72,0.5,1,2,6,0.11,10,17,5,7,19,30.77,12,"TRUE","pc4","HALSTEAD_VOLUME",0.6
4,5,1,0,0,0,3,0.5,0,0,2,0.67,10,1,0,6,0,11.62,9.75,1104.67,0.04,29,0.1,61.37,-1010.09,0.33,0,0,9,0.25,13,16,6,9,12,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,13,3,0,1,0,7,0.39,0,0,4,0.57,30,7,1,18,5,31.61,18.67,11013.33,0.2,118,0.05,611.85,8.57,1,0,0,25,0.32,48,70,18,14,22,5.26,18,"FALSE","pc4","HALSTEAD_VOLUME",0.6
22,5,2,0,6,0,4,0.12,0,0,4,1,16,1,0,33,1,31.97,26.1,21778.37,0.28,159,0.04,1209.91,651.42,0.25,0,0,14,0.06,58,101,20,18,63,15.38,33,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,2021.54,1,0,0,3,0.2,1,3,1,3,5,50,2,"FALSE","pc4","HALSTEAD_VOLUME",0.6
14,11,1,2,11,20,6,0.24,10,2,2,0.33,22,1,0,23,0,18.05,41.17,30592.16,0.25,150,0.02,1699.56,991.09,0.17,5,10,18,0.12,52,98,12,19,52,36.11,25,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,-916.17,1,0,0,3,0.25,1,3,1,3,4,0,2,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,15,4,0,0,0,8,0.47,0,0,5,0.63,31,3,0,17,2,20.6,30.38,19007.4,0.21,123,0.03,1055.97,550.74,0.38,0,0,25,0.36,54,69,16,18,22,0,17,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.17,0,0,1,1,2,1,0,6,1,15.86,3.5,194.27,0.02,15,0.29,10.79,-628.61,1,0,0,3,0.13,6,9,6,7,8,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
20,1,4,6,2,0,1,0.1,0,0,1,1,5,1,0,4,1,32.9,2.78,253.82,0.03,24,0.36,14.1,354.78,1,0,0,6,0.02,10,14,9,5,63,66.67,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,7,0,0,0,10,4,0.8,2,5,1,0.25,9,1,0,5,0,17.92,6.4,734.17,0.04,31,0.16,40.79,-842.9,0.25,4,5,7,0.4,8,23,5,8,10,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,-427.41,0.33,0,0,10,0.23,9,25,6,10,13,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,72,10,0,0,0,53,1,0,0,43,0.81,249,1,0,0,3,0,0,0,0,0,0,0,437.16,0.02,0,0,198,0.3,0,0,0,0,174,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,5,0,0,0,2,1,0,0,2,1,10,1,0,0,0,0,0,0,0,0,0,0,400.08,0.5,0,0,10,0.1,0,0,0,0,20,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
23,1,8,9,3,0,1,0.07,0,0,1,1,9,1,0,5,1,52.7,4.42,1030.06,0.08,49,0.23,57.23,1117.11,1,0,0,10,0.02,21,28,19,8,54,70.59,14,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,1,1,0,2,0,1,0.33,0,0,1,1,2,1,0,3,0,8.72,4,139.48,0.01,11,0.25,7.75,-153.18,1,0,0,3,0.1,4,7,3,6,10,40,3,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,13,2,0,2,0,7,0.26,0,0,4,0.57,27,6,0,27,2,19.19,27.6,14618.65,0.18,105,0.04,812.15,967.17,0.86,0,0,22,0.23,46,59,15,18,31,6.9,27,"FALSE","pc4","HALSTEAD_VOLUME",0.6
10,5,0,0,5,8,3,0.14,4,2,1,0.33,11,1,0,22,0,25.02,18,8106.33,0.15,108,0.06,450.35,-146.63,0.33,2,4,10,0.08,45,63,10,8,39,18.52,22,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,-653.92,1,0,0,2,1,0,2,0,2,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,10,2,2,0,10,6,0.27,4,2,3,0.5,20,6,1,20,3,20.33,20.54,8574.62,0.14,79,0.05,476.37,626.81,1,3,5,16,0.23,23,56,14,25,26,9.09,22,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,1,0,0,1,0.33,0,0,1,1,2,1,0,2,0,9.05,2,36.19,0.01,7,0.5,2,1162.3,1,0,0,3,0.17,2,5,2,4,6,33.33,3,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,1,1,0,2,0,1,0.13,0,0,1,1,2,1,0,8,0,25.94,8.64,1934.62,0.07,51,0.12,107.48,366.04,1,0,0,3,0.06,19,32,11,10,18,20,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
21,9,9,3,13,16,5,0.15,8,2,5,1,28,1,0,30,0,56.41,11.81,7874.42,0.22,127,0.08,437.47,-857.48,0.2,4,8,25,0.07,58,69,27,11,69,34.78,33,"TRUE","pc4","HALSTEAD_VOLUME",0.6
12,13,4,2,3,14,7,0.35,4,3,4,0.57,22,7,1,18,0,33.18,11.25,4199.46,0.12,74,0.09,233.3,1296.61,1,5,7,17,0.11,27,47,18,15,64,21.74,20,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,3,3,0,12,4,2,0.25,2,2,2,1,7,1,0,8,0,18.01,6.25,703.67,0.04,27,0.16,39.09,-94.31,0.5,1,2,7,0.07,10,17,8,10,27,60,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,3,1,1,1,4,2,0.17,2,2,1,0.5,6,1,0,11,1,22.46,10.39,2424.6,0.08,54,0.1,134.7,-134.55,0.5,1,2,6,0.1,17,37,9,11,21,15.38,12,"TRUE","pc4","HALSTEAD_VOLUME",0.6
0,5,2,0,0,0,3,1,0,0,3,1,10,3,1,0,1,0,0,0,0,0,0,0,-179.05,1,0,0,9,0.43,0,0,0,0,7,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,9,4,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,22.9,11.69,3127.8,0.09,63,0.09,173.77,871.54,0.2,0,0,18,0.26,17,46,8,11,19,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,11,4,0,0,0,6,0.5,0,0,5,0.83,26,1,0,12,0,22.95,14.44,4783.7,0.11,78,0.07,265.76,-105.9,0.17,0,0,22,0.32,21,57,8,11,19,0,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,0,0,0,0,3,0.5,0,0,1,0.33,10,1,0,6,1,6.27,12,903.41,0.03,21,0.08,50.19,-85.88,0.33,0,0,9,0.33,8,13,3,9,9,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,11,2,0,0,0,6,0.33,0,0,2,0.33,21,6,1,18,4,19.44,20.64,8283.77,0.13,81,0.05,460.21,-530.99,1,0,0,17,0.3,34,47,14,17,20,0,18,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.17,0,0,1,1,2,1,0,6,1,18.49,3.5,226.54,0.02,17,0.29,12.59,-1269.09,1,0,0,3,0.13,7,10,7,7,8,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,23,9,1,4,0,12,0.25,0,0,9,0.75,57,10,0,47,2,52.14,25.38,33598.94,0.44,225,0.04,1866.61,1680.29,0.83,0,0,47,0.21,99,126,39,20,58,9.62,48,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,3,2,3,2,4,2,0.15,2,2,2,1,9,1,0,10,0,16.6,14.06,3280.34,0.08,54,0.07,182.24,1602.74,0.5,1,2,9,0.09,23,31,9,11,23,33.33,13,"TRUE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,1,0,1,0.2,0,0,1,1,2,1,0,5,0,7.61,5,190.2,0.01,12,0.2,10.57,664.75,1,0,0,3,0.14,5,7,3,6,7,16.67,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,0,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,2,6.18,5,154.4,0.01,11,0.2,8.58,-1184.98,0.5,1,2,6,0.25,4,7,2,5,8,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
14,1,0,62,13,0,1,0.01,0,0,1,1,1,1,0,133,0,257.7,73.75,1401719.45,6.34,2867,0.01,77873.3,18455.79,1,0,0,2,0,1180,1687,88,11,224,36.06,195,"TRUE","pc4","HALSTEAD_VOLUME",0.6
3,5,1,0,0,0,3,0.3,0,0,1,0.33,10,1,0,10,0,17.36,24.54,10456.24,0.14,86,0.04,580.9,589.19,0.33,0,0,9,0.19,31,55,12,19,16,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
10,27,0,4,7,34,14,0.5,8,4,1,0.07,35,14,1,24,0,23.61,26.38,16434.72,0.21,131,0.04,913.04,344.25,1,13,17,23,0.25,49,82,13,14,56,31.43,28,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,1,0,0,0,2,0.5,0,0,1,0.5,6,1,0,4,0,16.65,4,266.43,0.02,18,0.25,14.8,643.37,0.5,0,0,6,0.18,5,13,5,8,11,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,19,3,0,0,0,10,0.77,0,0,5,0.5,35,6,0,13,3,19.75,20.46,8269.85,0.13,85,0.05,459.44,1825.7,0.6,0,0,27,0.67,38,47,13,14,15,0,13,"FALSE","pc4","HALSTEAD_VOLUME",0.6
8,7,1,3,5,12,4,0.18,6,2,3,0.75,15,1,0,19,0,16.19,29.32,13918.64,0.16,101,0.03,773.26,693.21,0.25,3,6,13,0.11,43,58,11,15,37,29.63,22,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,3,1,1,2,4,2,0.11,2,2,1,0.5,7,1,0,18,1,27.2,10,2720.25,0.09,61,0.1,151.13,778.07,0.5,1,2,7,0.07,20,41,11,11,28,14.29,19,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,5,3,1,1,8,3,0.21,4,2,3,1,14,1,0,13,0,14.31,11.43,1868.55,0.05,40,0.09,103.81,974.03,0.33,2,4,13,0.14,16,24,7,10,22,13.33,14,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,3,0,0,0,0,2,0.29,0,0,1,0.5,5,1,0,7,0,11.63,7.2,603.09,0.03,22,0.14,33.5,867.25,0.5,0,0,5,0.2,8,14,5,9,10,0,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,0.1,0,0,1,1,1,1,0,10,0,20.25,7.2,1049.88,0.05,46,0.14,58.33,-731.35,1,0,0,2,0.08,18,28,5,4,12,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
15,3,1,5,20,4,2,0.1,2,2,1,0.5,8,1,0,15,0,27.71,21.09,12331.3,0.19,118,0.05,685.07,401.84,0.5,1,2,8,0.04,45,73,16,15,57,62.5,20,"FALSE","pc4","HALSTEAD_VOLUME",0.6
12,4,3,1,5,0,3,0.16,0,0,3,1,12,1,0,18,2,30.21,9.6,2784.46,0.1,61,0.1,154.69,491.07,0.33,0,0,11,0.08,24,37,15,12,37,25,19,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,1,0,0,4,2,0.2,2,2,2,1,6,1,0,10,1,16.8,6.43,694.29,0.04,27,0.16,38.57,369.92,0.5,1,2,6,0.17,10,17,7,9,12,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
27,9,3,5,17,14,5,0.24,6,2,3,0.6,20,3,0,16,1,18.04,21.88,8633.09,0.13,83,0.05,479.62,254.69,0.6,4,7,17,0.08,35,48,12,15,66,57.89,21,"FALSE","pc4","HALSTEAD_VOLUME",0.6
8,5,3,2,6,8,3,0.14,4,2,3,1,13,1,0,20,1,30.43,15.17,6999.51,0.15,96,0.07,388.86,36.16,0.33,2,4,12,0.08,35,61,15,13,38,28.57,22,"TRUE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.25,0,0,1,1,2,1,0,4,0,15.74,5.71,513.85,0.03,22,0.18,28.55,-275.64,1,0,0,3,0.17,8,14,7,10,6,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,3,1,1,1,4,2,0.15,2,2,2,1,7,1,0,12,2,20.95,10.36,2250.27,0.07,48,0.1,125.01,-234.51,0.5,1,2,7,0.1,19,29,11,12,21,14.29,13,"FALSE","pc4","HALSTEAD_VOLUME",0.6
54,15,5,12,27,28,8,0.07,14,2,3,0.38,54,1,0,105,0,108.11,36.96,147695.29,1.33,666,0.03,8205.29,4762.96,0.13,7,14,48,0.04,290,376,51,13,200,27.08,117,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,16,0,5,0,0,12,0.26,0,0,1,0.08,34,6,0,41,5,26.07,32.25,27117.88,0.28,158,0.03,1506.55,1759.41,0.5,0,0,24,0.25,43,115,16,24,48,10.87,46,"FALSE","pc4","HALSTEAD_VOLUME",0.6
17,14,9,2,19,18,8,0.16,8,2,4,0.5,33,3,0,47,0,40.61,18.56,13994.09,0.25,131,0.05,777.45,698.99,0.38,5,9,27,0.09,54,77,32,22,87,30.88,49,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,0,0,0,4,2,0.33,2,2,1,0.5,7,1,0,6,3,11.82,9.1,978.69,0.04,30,0.11,54.37,924.49,0.5,1,2,7,0.25,13,17,5,7,8,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
7,1,2,0,10,0,1,0.17,0,0,1,1,5,1,0,6,0,29.7,3.33,329.97,0.03,26,0.3,18.33,2274.39,1,0,0,6,0.04,12,14,9,5,25,62.5,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
