dataset,method,noise_levels,instance_level,original_kappa_loss,train_noise_kappa_loss,kappa_loss_diff,original_accuracy,train_noise_accuracy,accuracy_diff
qsar-biodeg,JRip,0.3,0.6,0.124,0.042,-0.082,0.946,0.982,0.036
qsar-biodeg,JRip,0.3,0.7,0.143,0.05,-0.093,0.937,0.978,0.041
qsar-biodeg,JRip,0.3,0.75,0.157,0.059,-0.098,0.932,0.974,0.042
qsar-biodeg,JRip,0.3,0.8,0.161,0.063,-0.098,0.93,0.973,0.043
qsar-biodeg,JRip,0.3,0.9,0.182,0.07,-0.112,0.92,0.97,0.05
qsar-biodeg,JRip,0.3,1,0.205,0.075,-0.13,0.911,0.968,0.057
qsar-biodeg,PART,0.1,0.1,0.017,0.013,-0.004,0.992,0.994,0.002
qsar-biodeg,PART,0.1,0.2,0.029,0.022,-0.007,0.987,0.991,0.004
qsar-biodeg,PART,0.1,0.25,0.038,0.026,-0.012,0.983,0.989,0.006
qsar-biodeg,PART,0.1,0.3,0.043,0.028,-0.015,0.981,0.988,0.007
qsar-biodeg,PART,0.1,0.4,0.06,0.035,-0.025,0.973,0.985,0.012
qsar-biodeg,PART,0.1,0.5,0.071,0.037,-0.034,0.969,0.984,0.015
qsar-biodeg,PART,0.1,0.6,0.087,0.039,-0.048,0.962,0.983,0.021
qsar-biodeg,PART,0.1,0.7,0.094,0.044,-0.05,0.959,0.981,0.022
qsar-biodeg,PART,0.1,0.75,0.101,0.048,-0.053,0.956,0.979,0.023
qsar-biodeg,PART,0.1,0.8,0.105,0.048,-0.057,0.954,0.979,0.025
qsar-biodeg,PART,0.1,0.9,0.107,0.055,-0.052,0.953,0.976,0.023
qsar-biodeg,PART,0.1,1,0.114,0.057,-0.057,0.951,0.975,0.024
qsar-biodeg,PART,0.2,0.1,0.015,0.002,-0.013,0.993,0.999,0.006
qsar-biodeg,PART,0.2,0.2,0.028,0.002,-0.026,0.988,0.999,0.011
qsar-biodeg,PART,0.2,0.25,0.039,0.002,-0.037,0.983,0.999,0.016
qsar-biodeg,PART,0.2,0.3,0.043,0.002,-0.041,0.981,0.999,0.018
qsar-biodeg,PART,0.2,0.4,0.057,0.004,-0.053,0.975,0.998,0.023
qsar-biodeg,PART,0.2,0.5,0.077,0.004,-0.073,0.967,0.998,0.031
qsar-biodeg,PART,0.2,0.6,0.092,0.004,-0.088,0.96,0.998,0.038
qsar-biodeg,PART,0.2,0.7,0.103,0.004,-0.099,0.955,0.998,0.043
qsar-biodeg,PART,0.2,0.75,0.108,0.007,-0.101,0.953,0.997,0.044
qsar-biodeg,PART,0.2,0.8,0.11,0.011,-0.099,0.953,0.995,0.042
qsar-biodeg,PART,0.2,0.9,0.119,0.02,-0.099,0.949,0.991,0.042
qsar-biodeg,PART,0.2,1,0.124,0.02,-0.104,0.947,0.991,0.044
qsar-biodeg,PART,0.3,0.1,0.017,0.009,-0.008,0.992,0.996,0.004
qsar-biodeg,PART,0.3,0.2,0.029,0.011,-0.018,0.987,0.995,0.008
qsar-biodeg,PART,0.3,0.25,0.039,0.011,-0.028,0.983,0.995,0.012
qsar-biodeg,PART,0.3,0.3,0.045,0.011,-0.034,0.98,0.995,0.015
qsar-biodeg,PART,0.3,0.4,0.054,0.011,-0.043,0.976,0.995,0.019
qsar-biodeg,PART,0.3,0.5,0.068,0.016,-0.052,0.971,0.993,0.022
qsar-biodeg,PART,0.3,0.6,0.085,0.018,-0.067,0.963,0.992,0.029
qsar-biodeg,PART,0.3,0.7,0.092,0.02,-0.072,0.96,0.991,0.031
qsar-biodeg,PART,0.3,0.75,0.095,0.022,-0.073,0.959,0.991,0.032
qsar-biodeg,PART,0.3,0.8,0.103,0.024,-0.079,0.955,0.99,0.035
qsar-biodeg,PART,0.3,0.9,0.108,0.031,-0.077,0.953,0.987,0.034
qsar-biodeg,PART,0.3,1,0.112,0.035,-0.077,0.952,0.985,0.033
qsar-biodeg,bayesglm,0.1,0.1,0.004,0,-0.004,0.998,1,0.002
qsar-biodeg,bayesglm,0.1,0.2,0.006,0,-0.006,0.997,1,0.003
qsar-biodeg,bayesglm,0.1,0.25,0.008,0,-0.008,0.996,1,0.004
qsar-biodeg,bayesglm,0.1,0.3,0.011,0,-0.011,0.995,1,0.005
qsar-biodeg,bayesglm,0.1,0.4,0.013,0.002,-0.011,0.994,0.999,0.005
qsar-biodeg,bayesglm,0.1,0.5,0.013,0.004,-0.009,0.994,0.998,0.004
qsar-biodeg,bayesglm,0.1,0.6,0.017,0.004,-0.013,0.992,0.998,0.006
qsar-biodeg,bayesglm,0.1,0.7,0.017,0.004,-0.013,0.992,0.998,0.006
qsar-biodeg,bayesglm,0.1,0.75,0.017,0.006,-0.011,0.992,0.997,0.005
qsar-biodeg,bayesglm,0.1,0.8,0.019,0.009,-0.01,0.991,0.996,0.005
qsar-biodeg,bayesglm,0.1,0.9,0.019,0.011,-0.008,0.991,0.995,0.004
qsar-biodeg,bayesglm,0.1,1,0.026,0.015,-0.011,0.989,0.993,0.004
qsar-biodeg,bayesglm,0.2,0.1,0.015,0.011,-0.004,0.993,0.995,0.002
qsar-biodeg,bayesglm,0.2,0.2,0.025,0.013,-0.012,0.989,0.994,0.005
qsar-biodeg,bayesglm,0.2,0.25,0.028,0.013,-0.015,0.988,0.994,0.006
qsar-biodeg,bayesglm,0.2,0.3,0.028,0.017,-0.011,0.988,0.992,0.004
qsar-biodeg,bayesglm,0.2,0.4,0.032,0.025,-0.007,0.986,0.989,0.003
qsar-biodeg,bayesglm,0.2,0.5,0.036,0.03,-0.006,0.984,0.987,0.003
qsar-biodeg,bayesglm,0.2,0.6,0.036,0.03,-0.006,0.984,0.987,0.003
qsar-biodeg,bayesglm,0.2,0.7,0.043,0.04,-0.003,0.981,0.982,0.001
qsar-biodeg,bayesglm,0.2,0.75,0.051,0.04,-0.011,0.977,0.982,0.005
qsar-biodeg,bayesglm,0.2,0.8,0.053,0.043,-0.01,0.976,0.981,0.005
qsar-biodeg,bayesglm,0.2,0.9,0.062,0.045,-0.017,0.972,0.98,0.008
qsar-biodeg,bayesglm,0.2,1,0.068,0.049,-0.019,0.97,0.978,0.008
qsar-biodeg,bayesglm,0.3,0.1,0.015,0.011,-0.004,0.993,0.995,0.002
qsar-biodeg,bayesglm,0.3,0.2,0.023,0.017,-0.006,0.99,0.992,0.002
qsar-biodeg,bayesglm,0.3,0.25,0.027,0.021,-0.006,0.988,0.991,0.003
qsar-biodeg,bayesglm,0.3,0.3,0.032,0.027,-0.005,0.986,0.988,0.002
qsar-biodeg,bayesglm,0.3,0.4,0.038,0.038,0,0.983,0.983,0
qsar-biodeg,bayesglm,0.3,0.5,0.046,0.042,-0.004,0.979,0.981,0.002
qsar-biodeg,bayesglm,0.3,0.6,0.057,0.044,-0.013,0.974,0.98,0.006
qsar-biodeg,bayesglm,0.3,0.7,0.07,0.051,-0.019,0.969,0.977,0.008
qsar-biodeg,bayesglm,0.3,0.75,0.074,0.051,-0.023,0.967,0.977,0.01
qsar-biodeg,bayesglm,0.3,0.8,0.074,0.053,-0.021,0.967,0.976,0.009
qsar-biodeg,bayesglm,0.3,0.9,0.08,0.059,-0.021,0.964,0.973,0.009
qsar-biodeg,bayesglm,0.3,1,0.093,0.063,-0.03,0.958,0.972,0.014
qsar-biodeg,ctree,0.1,0.1,0.009,0.004,-0.005,0.996,0.998,0.002
qsar-biodeg,ctree,0.1,0.2,0.014,0.004,-0.01,0.994,0.998,0.004
qsar-biodeg,ctree,0.1,0.25,0.014,0.004,-0.01,0.994,0.998,0.004
qsar-biodeg,ctree,0.1,0.3,0.016,0.006,-0.01,0.993,0.997,0.004
qsar-biodeg,ctree,0.1,0.4,0.016,0.009,-0.007,0.993,0.996,0.003
qsar-biodeg,ctree,0.1,0.5,0.019,0.011,-0.008,0.992,0.995,0.003
qsar-biodeg,ctree,0.1,0.6,0.021,0.011,-0.01,0.991,0.995,0.004
qsar-biodeg,ctree,0.1,0.7,0.021,0.013,-0.008,0.991,0.994,0.003
qsar-biodeg,ctree,0.1,0.75,0.023,0.013,-0.01,0.991,0.994,0.003
qsar-biodeg,ctree,0.1,0.8,0.023,0.013,-0.01,0.991,0.994,0.003
qsar-biodeg,ctree,0.1,0.9,0.025,0.013,-0.012,0.99,0.994,0.004
qsar-biodeg,ctree,0.1,1,0.03,0.013,-0.017,0.988,0.994,0.006
qsar-biodeg,ctree,0.2,0.1,0.007,0.009,0.002,0.997,0.996,-0.001
qsar-biodeg,ctree,0.2,0.2,0.017,0.014,-0.003,0.992,0.994,0.002
qsar-biodeg,ctree,0.2,0.25,0.024,0.018,-0.006,0.99,0.992,0.002
qsar-biodeg,ctree,0.2,0.3,0.029,0.023,-0.006,0.988,0.991,0.003
qsar-biodeg,ctree,0.2,0.4,0.035,0.023,-0.012,0.985,0.991,0.006
qsar-biodeg,ctree,0.2,0.5,0.056,0.025,-0.031,0.976,0.99,0.014
qsar-biodeg,ctree,0.2,0.6,0.065,0.025,-0.04,0.972,0.99,0.018
qsar-biodeg,ctree,0.2,0.7,0.068,0.031,-0.037,0.972,0.987,0.015
qsar-biodeg,ctree,0.2,0.75,0.07,0.031,-0.039,0.971,0.987,0.016
qsar-biodeg,ctree,0.2,0.8,0.074,0.031,-0.043,0.969,0.987,0.018
qsar-biodeg,ctree,0.2,0.9,0.079,0.033,-0.046,0.967,0.986,0.019
qsar-biodeg,ctree,0.2,1,0.084,0.033,-0.051,0.965,0.986,0.021
qsar-biodeg,ctree,0.3,0.1,0.009,0.005,-0.004,0.996,0.998,0.002
qsar-biodeg,ctree,0.3,0.2,0.023,0.011,-0.012,0.991,0.995,0.004
qsar-biodeg,ctree,0.3,0.25,0.027,0.011,-0.016,0.989,0.995,0.006
qsar-biodeg,ctree,0.3,0.3,0.038,0.014,-0.024,0.984,0.994,0.01
qsar-biodeg,ctree,0.3,0.4,0.047,0.021,-0.026,0.98,0.991,0.011
qsar-biodeg,ctree,0.3,0.5,0.056,0.021,-0.035,0.976,0.991,0.015
qsar-biodeg,ctree,0.3,0.6,0.07,0.028,-0.042,0.971,0.989,0.018
qsar-biodeg,ctree,0.3,0.7,0.081,0.033,-0.048,0.966,0.987,0.021
qsar-biodeg,ctree,0.3,0.75,0.086,0.035,-0.051,0.964,0.986,0.022
qsar-biodeg,ctree,0.3,0.8,0.091,0.035,-0.056,0.962,0.986,0.024
qsar-biodeg,ctree,0.3,0.9,0.108,0.035,-0.073,0.954,0.986,0.032
qsar-biodeg,ctree,0.3,1,0.112,0.037,-0.075,0.953,0.985,0.032
qsar-biodeg,fda,0.1,0.1,0.002,0.002,0,0.999,0.999,0
qsar-biodeg,fda,0.1,0.2,0.004,0.002,-0.002,0.998,0.999,0.001
qsar-biodeg,fda,0.1,0.25,0.007,0.002,-0.005,0.997,0.999,0.002
qsar-biodeg,fda,0.1,0.3,0.009,0.002,-0.007,0.996,0.999,0.003
qsar-biodeg,fda,0.1,0.4,0.011,0.005,-0.006,0.995,0.998,0.003
qsar-biodeg,fda,0.1,0.5,0.013,0.007,-0.006,0.994,0.997,0.003
qsar-biodeg,fda,0.1,0.6,0.018,0.009,-0.009,0.992,0.996,0.004
qsar-biodeg,fda,0.1,0.7,0.022,0.009,-0.013,0.991,0.996,0.005
qsar-biodeg,fda,0.1,0.75,0.022,0.009,-0.013,0.991,0.996,0.005
qsar-biodeg,fda,0.1,0.8,0.024,0.009,-0.015,0.99,0.996,0.006
qsar-biodeg,fda,0.1,0.9,0.026,0.013,-0.013,0.989,0.994,0.005
qsar-biodeg,fda,0.1,1,0.031,0.013,-0.018,0.987,0.994,0.007
qsar-biodeg,fda,0.2,0.1,0.002,0.004,0.002,0.999,0.998,-0.001
qsar-biodeg,fda,0.2,0.2,0.007,0.011,0.004,0.997,0.995,-0.002
qsar-biodeg,fda,0.2,0.25,0.016,0.011,-0.005,0.993,0.995,0.002
qsar-biodeg,fda,0.2,0.3,0.018,0.011,-0.007,0.992,0.995,0.003
qsar-biodeg,fda,0.2,0.4,0.031,0.02,-0.011,0.987,0.991,0.004
qsar-biodeg,fda,0.2,0.5,0.033,0.024,-0.009,0.986,0.99,0.004
qsar-biodeg,fda,0.2,0.6,0.042,0.03,-0.012,0.982,0.987,0.005
qsar-biodeg,fda,0.2,0.7,0.049,0.03,-0.019,0.979,0.987,0.008
qsar-biodeg,fda,0.2,0.75,0.055,0.035,-0.02,0.976,0.985,0.009
qsar-biodeg,fda,0.2,0.8,0.06,0.035,-0.025,0.974,0.985,0.011
qsar-biodeg,fda,0.2,0.9,0.066,0.037,-0.029,0.972,0.984,0.012
qsar-biodeg,fda,0.2,1,0.07,0.046,-0.024,0.97,0.98,0.01
qsar-biodeg,fda,0.3,0.1,0.004,0,-0.004,0.998,1,0.002
qsar-biodeg,fda,0.3,0.2,0.009,0.007,-0.002,0.996,0.997,0.001
qsar-biodeg,fda,0.3,0.25,0.014,0.007,-0.007,0.994,0.997,0.003
qsar-biodeg,fda,0.3,0.3,0.016,0.007,-0.009,0.993,0.997,0.004
qsar-biodeg,fda,0.3,0.4,0.022,0.015,-0.007,0.991,0.993,0.002
qsar-biodeg,fda,0.3,0.5,0.033,0.018,-0.015,0.986,0.992,0.006
qsar-biodeg,fda,0.3,0.6,0.044,0.026,-0.018,0.981,0.989,0.008
qsar-biodeg,fda,0.3,0.7,0.061,0.029,-0.032,0.973,0.988,0.015
qsar-biodeg,fda,0.3,0.75,0.066,0.029,-0.037,0.972,0.988,0.016
qsar-biodeg,fda,0.3,0.8,0.072,0.029,-0.043,0.969,0.988,0.019
qsar-biodeg,fda,0.3,0.9,0.076,0.029,-0.047,0.967,0.988,0.021
qsar-biodeg,fda,0.3,1,0.091,0.035,-0.056,0.96,0.985,0.025
qsar-biodeg,gbm,0.1,0.1,0.004,0.002,-0.002,0.998,0.999,0.001
qsar-biodeg,gbm,0.1,0.2,0.013,0.005,-0.008,0.994,0.998,0.004
qsar-biodeg,gbm,0.1,0.25,0.022,0.007,-0.015,0.991,0.997,0.006
qsar-biodeg,gbm,0.1,0.3,0.022,0.007,-0.015,0.991,0.997,0.006
qsar-biodeg,gbm,0.1,0.4,0.031,0.009,-0.022,0.987,0.996,0.009
qsar-biodeg,gbm,0.1,0.5,0.033,0.009,-0.024,0.986,0.996,0.01
qsar-biodeg,gbm,0.1,0.6,0.038,0.009,-0.029,0.984,0.996,0.012
qsar-biodeg,gbm,0.1,0.7,0.04,0.009,-0.031,0.983,0.996,0.013
qsar-biodeg,gbm,0.1,0.75,0.045,0.011,-0.034,0.981,0.995,0.014
qsar-biodeg,gbm,0.1,0.8,0.049,0.014,-0.035,0.979,0.994,0.015
qsar-biodeg,gbm,0.1,0.9,0.058,0.018,-0.04,0.975,0.992,0.017
qsar-biodeg,gbm,0.1,1,0.067,0.023,-0.044,0.972,0.991,0.019
qsar-biodeg,gbm,0.2,0.1,0.007,0.004,-0.003,0.997,0.998,0.001
qsar-biodeg,gbm,0.2,0.2,0.022,0.015,-0.007,0.991,0.993,0.002
qsar-biodeg,gbm,0.2,0.25,0.035,0.02,-0.015,0.985,0.991,0.006
qsar-biodeg,gbm,0.2,0.3,0.038,0.022,-0.016,0.984,0.991,0.007
qsar-biodeg,gbm,0.2,0.4,0.051,0.031,-0.02,0.978,0.987,0.009
qsar-biodeg,gbm,0.2,0.5,0.06,0.036,-0.024,0.974,0.985,0.011
qsar-biodeg,gbm,0.2,0.6,0.073,0.04,-0.033,0.969,0.983,0.014
qsar-biodeg,gbm,0.2,0.7,0.08,0.04,-0.04,0.966,0.983,0.017
qsar-biodeg,gbm,0.2,0.75,0.087,0.04,-0.047,0.963,0.983,0.02
qsar-biodeg,gbm,0.2,0.8,0.1,0.042,-0.058,0.957,0.982,0.025
qsar-biodeg,gbm,0.2,0.9,0.107,0.051,-0.056,0.955,0.978,0.023
qsar-biodeg,gbm,0.2,1,0.114,0.06,-0.054,0.952,0.974,0.022
qsar-biodeg,gbm,0.3,0.1,0.022,0.002,-0.02,0.991,0.999,0.008
qsar-biodeg,gbm,0.3,0.2,0.04,0.005,-0.035,0.983,0.998,0.015
qsar-biodeg,gbm,0.3,0.25,0.048,0.009,-0.039,0.979,0.996,0.017
qsar-biodeg,gbm,0.3,0.3,0.048,0.011,-0.037,0.979,0.995,0.016
qsar-biodeg,gbm,0.3,0.4,0.064,0.02,-0.044,0.973,0.991,0.018
qsar-biodeg,gbm,0.3,0.5,0.071,0.031,-0.04,0.97,0.987,0.017
qsar-biodeg,gbm,0.3,0.6,0.087,0.04,-0.047,0.963,0.983,0.02
qsar-biodeg,gbm,0.3,0.7,0.101,0.047,-0.054,0.957,0.98,0.023
qsar-biodeg,gbm,0.3,0.75,0.106,0.049,-0.057,0.955,0.979,0.024
qsar-biodeg,gbm,0.3,0.8,0.121,0.049,-0.072,0.949,0.979,0.03
qsar-biodeg,gbm,0.3,0.9,0.132,0.058,-0.074,0.944,0.975,0.031
qsar-biodeg,gbm,0.3,1,0.137,0.06,-0.077,0.942,0.974,0.032
qsar-biodeg,gcvEarth,0.1,0.1,0.002,0.002,0,0.999,0.999,0
qsar-biodeg,gcvEarth,0.1,0.2,0.007,0.002,-0.005,0.997,0.999,0.002
qsar-biodeg,gcvEarth,0.1,0.25,0.009,0.002,-0.007,0.996,0.999,0.003
qsar-biodeg,gcvEarth,0.1,0.3,0.011,0.002,-0.009,0.995,0.999,0.004
qsar-biodeg,gcvEarth,0.1,0.4,0.011,0.004,-0.007,0.995,0.998,0.003
qsar-biodeg,gcvEarth,0.1,0.5,0.015,0.007,-0.008,0.993,0.997,0.004
qsar-biodeg,gcvEarth,0.1,0.6,0.015,0.007,-0.008,0.993,0.997,0.004
qsar-biodeg,gcvEarth,0.1,0.7,0.015,0.009,-0.006,0.993,0.996,0.003
qsar-biodeg,gcvEarth,0.1,0.75,0.017,0.009,-0.008,0.992,0.996,0.004
qsar-biodeg,gcvEarth,0.1,0.8,0.017,0.009,-0.008,0.992,0.996,0.004
qsar-biodeg,gcvEarth,0.1,0.9,0.024,0.009,-0.015,0.99,0.996,0.006
qsar-biodeg,gcvEarth,0.1,1,0.028,0.009,-0.019,0.988,0.996,0.008
qsar-biodeg,gcvEarth,0.2,0.1,0.002,0.002,0,0.999,0.999,0
qsar-biodeg,gcvEarth,0.2,0.2,0.009,0.005,-0.004,0.996,0.998,0.002
qsar-biodeg,gcvEarth,0.2,0.25,0.015,0.005,-0.01,0.993,0.998,0.005
qsar-biodeg,gcvEarth,0.2,0.3,0.022,0.007,-0.015,0.991,0.997,0.006
qsar-biodeg,gcvEarth,0.2,0.4,0.03,0.007,-0.023,0.987,0.997,0.01
qsar-biodeg,gcvEarth,0.2,0.5,0.035,0.009,-0.026,0.985,0.996,0.011
qsar-biodeg,gcvEarth,0.2,0.6,0.039,0.011,-0.028,0.983,0.995,0.012
qsar-biodeg,gcvEarth,0.2,0.7,0.046,0.018,-0.028,0.98,0.992,0.012
qsar-biodeg,gcvEarth,0.2,0.75,0.048,0.018,-0.03,0.979,0.992,0.013
qsar-biodeg,gcvEarth,0.2,0.8,0.05,0.018,-0.032,0.978,0.992,0.014
qsar-biodeg,gcvEarth,0.2,0.9,0.061,0.018,-0.043,0.973,0.992,0.019
qsar-biodeg,gcvEarth,0.2,1,0.07,0.018,-0.052,0.97,0.992,0.022
qsar-biodeg,gcvEarth,0.3,0.1,0.007,0,-0.007,0.997,1,0.003
qsar-biodeg,gcvEarth,0.3,0.2,0.017,0.002,-0.015,0.992,0.999,0.007
qsar-biodeg,gcvEarth,0.3,0.25,0.02,0.004,-0.016,0.991,0.998,0.007
qsar-biodeg,gcvEarth,0.3,0.3,0.024,0.007,-0.017,0.99,0.997,0.007
qsar-biodeg,gcvEarth,0.3,0.4,0.03,0.007,-0.023,0.987,0.997,0.01
qsar-biodeg,gcvEarth,0.3,0.5,0.05,0.011,-0.039,0.978,0.995,0.017
qsar-biodeg,gcvEarth,0.3,0.6,0.063,0.011,-0.052,0.973,0.995,0.022
qsar-biodeg,gcvEarth,0.3,0.7,0.067,0.013,-0.054,0.971,0.994,0.023
qsar-biodeg,gcvEarth,0.3,0.75,0.07,0.013,-0.057,0.97,0.994,0.024
qsar-biodeg,gcvEarth,0.3,0.8,0.072,0.013,-0.059,0.969,0.994,0.025
qsar-biodeg,gcvEarth,0.3,0.9,0.081,0.016,-0.065,0.965,0.993,0.028
qsar-biodeg,gcvEarth,0.3,1,0.092,0.02,-0.072,0.96,0.991,0.031
qsar-biodeg,knn,0.1,0.1,0,0,0,1,1,0
qsar-biodeg,knn,0.1,0.2,0,0,0,1,1,0
qsar-biodeg,knn,0.1,0.25,0,0,0,1,1,0
qsar-biodeg,knn,0.1,0.3,0,0,0,1,1,0
qsar-biodeg,knn,0.1,0.4,0,0,0,1,1,0
qsar-biodeg,knn,0.1,0.5,0,0,0,1,1,0
qsar-biodeg,knn,0.1,0.6,0,0,0,1,1,0
qsar-biodeg,knn,0.1,0.7,0,0,0,1,1,0
qsar-biodeg,knn,0.1,0.75,0,0,0,1,1,0
qsar-biodeg,knn,0.1,0.8,0,0,0,1,1,0
qsar-biodeg,knn,0.1,0.9,0,0,0,1,1,0
qsar-biodeg,knn,0.1,1,0,0,0,1,1,0
qsar-biodeg,knn,0.2,0.1,0,0,0,1,1,0
qsar-biodeg,knn,0.2,0.2,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,knn,0.2,0.25,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,knn,0.2,0.3,0,0.004,0.004,1,0.998,-0.002
qsar-biodeg,knn,0.2,0.4,0,0.004,0.004,1,0.998,-0.002
qsar-biodeg,knn,0.2,0.5,0,0.006,0.006,1,0.997,-0.003
qsar-biodeg,knn,0.2,0.6,0,0.006,0.006,1,0.997,-0.003
qsar-biodeg,knn,0.2,0.7,0,0.006,0.006,1,0.997,-0.003
qsar-biodeg,knn,0.2,0.75,0,0.006,0.006,1,0.997,-0.003
qsar-biodeg,knn,0.2,0.8,0,0.006,0.006,1,0.997,-0.003
qsar-biodeg,knn,0.2,0.9,0,0.006,0.006,1,0.997,-0.003
qsar-biodeg,knn,0.2,1,0,0.006,0.006,1,0.997,-0.003
qsar-biodeg,knn,0.3,0.1,0,0,0,1,1,0
qsar-biodeg,knn,0.3,0.2,0,0,0,1,1,0
qsar-biodeg,knn,0.3,0.25,0,0,0,1,1,0
qsar-biodeg,knn,0.3,0.3,0,0,0,1,1,0
qsar-biodeg,knn,0.3,0.4,0,0,0,1,1,0
qsar-biodeg,knn,0.3,0.5,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,knn,0.3,0.6,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,knn,0.3,0.7,0,0.004,0.004,1,0.998,-0.002
qsar-biodeg,knn,0.3,0.75,0,0.004,0.004,1,0.998,-0.002
qsar-biodeg,knn,0.3,0.8,0,0.007,0.007,1,0.997,-0.003
qsar-biodeg,knn,0.3,0.9,0,0.009,0.009,1,0.996,-0.004
qsar-biodeg,knn,0.3,1,0,0.009,0.009,1,0.996,-0.004
qsar-biodeg,lvq,0.1,0.1,0,0,0,1,1,0
qsar-biodeg,lvq,0.1,0.2,0,0,0,1,1,0
qsar-biodeg,lvq,0.1,0.25,0,0,0,1,1,0
qsar-biodeg,lvq,0.1,0.3,0,0,0,1,1,0
qsar-biodeg,lvq,0.1,0.4,0,0,0,1,1,0
qsar-biodeg,lvq,0.1,0.5,0,0,0,1,1,0
qsar-biodeg,lvq,0.1,0.6,0,0,0,1,1,0
qsar-biodeg,lvq,0.1,0.7,0,0,0,1,1,0
qsar-biodeg,lvq,0.1,0.75,0,0,0,1,1,0
qsar-biodeg,lvq,0.1,0.8,0,0,0,1,1,0
qsar-biodeg,lvq,0.1,0.9,0,0,0,1,1,0
qsar-biodeg,lvq,0.1,1,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,0.1,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,0.2,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,0.25,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,0.3,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,0.4,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,0.5,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,0.6,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,0.7,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,0.75,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,0.8,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,0.9,0,0,0,1,1,0
qsar-biodeg,lvq,0.2,1,0,0,0,1,1,0
qsar-biodeg,lvq,0.3,0.1,0,0,0,1,1,0
qsar-biodeg,lvq,0.3,0.2,0,0,0,1,1,0
qsar-biodeg,lvq,0.3,0.25,0,0,0,1,1,0
qsar-biodeg,lvq,0.3,0.3,0,0,0,1,1,0
qsar-biodeg,lvq,0.3,0.4,0,0,0,1,1,0
qsar-biodeg,lvq,0.3,0.5,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,lvq,0.3,0.6,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,lvq,0.3,0.7,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,lvq,0.3,0.75,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,lvq,0.3,0.8,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,lvq,0.3,0.9,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,lvq,0.3,1,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,mlpML,0.1,0.1,0,0,0,1,1,0
qsar-biodeg,mlpML,0.1,0.2,0,0,0,1,1,0
qsar-biodeg,mlpML,0.1,0.25,0,0,0,1,1,0
qsar-biodeg,mlpML,0.1,0.3,0,0,0,1,1,0
qsar-biodeg,mlpML,0.1,0.4,0,0,0,1,1,0
qsar-biodeg,mlpML,0.1,0.5,0,0,0,1,1,0
qsar-biodeg,mlpML,0.1,0.6,0,0,0,1,1,0
qsar-biodeg,mlpML,0.1,0.7,0,0,0,1,1,0
qsar-biodeg,mlpML,0.1,0.75,0,0,0,1,1,0
qsar-biodeg,mlpML,0.1,0.8,0,0,0,1,1,0
qsar-biodeg,mlpML,0.1,0.9,0,0,0,1,1,0
qsar-biodeg,mlpML,0.1,1,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,0.1,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,0.2,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,0.25,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,0.3,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,0.4,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,0.5,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,0.6,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,0.7,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,0.75,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,0.8,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,0.9,0,0,0,1,1,0
qsar-biodeg,mlpML,0.2,1,0,0,0,1,1,0
qsar-biodeg,mlpML,0.3,0.1,0,0,0,1,1,0
qsar-biodeg,mlpML,0.3,0.2,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,mlpML,0.3,0.25,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,mlpML,0.3,0.3,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,mlpML,0.3,0.4,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,mlpML,0.3,0.5,0,0.002,0.002,1,0.999,-0.001
qsar-biodeg,mlpML,0.3,0.6,0,0.002,0.002,1,0.999,-0.001
